文件名,编,分编,章,节,内容
马边彝族自治县移风易俗条例,,,第一章 总 则,,第一条 为了铸牢中华民族共同体意识培育和践行社会主义核心价值观倡导文明新风推进移风易俗法治化、规范化、常态化提升精神文明建设水平根据有关法律、法规结合马边彝族自治县以下简称自治县实际制定本条例。
马边彝族自治县移风易俗条例,,,第一章 总 则,,第二条 自治县行政区域内的移风易俗及其相关活动适用本条例。本条例所称移风易俗是指根据宪法及有关法律法规和政策摒除陈规陋习维护公序良俗引领社会风尚推动社会文明程度得到新提高的活动。
马边彝族自治县移风易俗条例,,,第一章 总 则,,第三条 移风易俗应当坚持自治、法治、德治相融合倡导与规范、教育与治理、激励与处罚相结合依法依规、以人为本、因地制宜、系统推进的原则。移风易俗工作应当坚持党的领导构建政府组织实施、部门分工落实、社会广泛协同、公众积极参与的工作机制形成共建、共治、共享的社会治理格局。移风易俗工作应当区分新风良俗与陈规陋习处理好推动移风易俗与尊重传统礼俗的关系保护优秀传统文化。
马边彝族自治县移风易俗条例,,,第一章 总 则,,第四条 自治县人民政府统筹推进移风易俗工作建立联席会议制度研究、拟定相关政策协调、解决重大问题。自治县人民政府应当将移风易俗及其保障纳入国民经济和社会发展规划及年度计划明确工作总体目标、任务和要求制定和实施与经济社会发展相协调、与精神文明建设规划相衔接的政策措施促进社会文明程度不断提高。自治县精神文明建设主管部门负责移风易俗的指导、协调、推动、监督、评估等工作。自治县监察委员会、发展改革、教育、民宗、公安、民政、司法行政、财政、人社、水务、住建、城市管理、农业农村、文体旅游、卫生健康、市场监管、林业、生态环境等有关部门应当按照各自职责加强协作配合组织实施好移风易俗相关工作。乡镇人民政府应当按照自治县人民政府要求做好本行政区域内移风易俗的组织实施、统筹协调、督导检查、评估通报和宣传教育等工作。
马边彝族自治县移风易俗条例,,,第一章 总 则,,第五条 国家机关、企业事业单位、社会团体以及其他组织应当积极做好本部门、本单位、本团体、本行业的移风易俗工作。公民应当摒弃不良习俗遵循公序良俗遵守村规民约居民公约以及其他行为规范主动移风易俗。国家公职人员、村社区组干部等应当在移风易俗中发挥表率作用。鼓励自治县相关学会、协会等社会组织制定公约等行为规范支持、促进移风易俗。
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第六条 公民应当依法严格执行婚姻制度。遵守下列行为规范换亲或者允许、放任、强迫未成年人与他人同居
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第七条 鼓励婚事新办嫁娶从俭自觉抵制高额彩礼、大操大办、攀比摆阔、低俗婚闹等不良风气。倡导新时代婚恋观按照传统习俗给付或者收受彩礼、礼金的彩礼的标准和礼金的种类、标准应当遵守村规民约居民公约等相关规定。自觉抵制下列行为由
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第八条 公民应当遵守妇女儿童权益保护和人口与计划生育等方面的法律法规保障妇女儿童合法权益。实施家庭暴力。
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第九条 公民应当培育、传承良好家风重视家庭文明建设。履行对老年人经济上供养、生活上照料和精神上慰藉的义务照顾老年人的特殊需要法养成良好的品德和行为习惯不得放任或者迫使应当接受义务教育的未成年人失学、辍学勤俭持家夫妻双方平等享有对未成年子女抚养、教育和保护的权利共同承担对未成年子女抚养、教育和保护的义务员俗不干扰他人正常生活的绿化、美化、净化活动。
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第十条 公民庆贺满月孩子取名、祝寿、升学等喜事提倡以家宴为主文明节俭办宴席。操办喜事应当按照村规民约居民公约等相关规定控制宴请范围、对象和宴席规模、标准。抵制滥办宴席、盲从攀比、跟风办宴、大操大办、铺张浪费等宴请活动不举办有悖公序良俗的宴席。提倡健康文明的人际交往自觉抵制人情攀附、随礼攀比等不良行为不参加以收受礼金等为目的和有悖公序良俗的宴请。
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第十一条 倡导丧事简办、文明治丧自觉抵制大操大办、奢侈浪费、攀比摆阔等不良行为。操办丧事应当遵守相关法规按照村规民约居民公约等规定控制丧礼范围、对象和丧事宴席规模、标准等。定公共场所停放遗体、搭设灵堂危害公共安全
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第十二条 倡导节地生态安葬、节约土地资源、保护生态环境。法律法规及相关规定
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第十三条 倡导文明、低碳、绿色、安全祭扫。燃放烟花爆竹等污染环境、影响安全的祭扫方式景区等场所焚烧、摆放、抛撒洒祭祀用品原防灭火法律法规及相关规定。
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第十四条 祭祖送灵等民间祭祀活动应当遵守法律法规和移风易俗相关规定从简举行。
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第十五条 倡导崇尚科学、抵制邪教、反对封建迷信。活动害他人身心健康等违法犯罪活动
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第十六条 公民应当树立文明、健康、节俭、环保消费理念提倡简约适度、绿色低碳的生活方式。绝浪费赛酒
马边彝族自治县移风易俗条例,,,第二章 行为规范,,第十七条 自然人、法人和非法人组织应当依法发布网络信息不得制作、发布、传播违背社会主义核心价值观和其他含有丑化民族形象的音视频、图片和文字等。
马边彝族自治县移风易俗条例,,,第三章 职责保障,,第十八条 自治县人民政府、乡镇人民政府应当指导、推动村居民委员会、业主委员会、行业协会等在村规民约居民公约、业主公约、行业协会章程中纳入移风易俗内容。村居民委员会根据本地实际情况和群众意愿通过自治程序和规范将喜事、丧事宴席规模、对象彩礼、礼金等的最高限额以及人居环境综合治理、文明乡风和淳朴民风建设等有关事项作为村规民约居民公约的重要内容引导全体成员共同遵守。
马边彝族自治县移风易俗条例,,,第三章 职责保障,,第十九条 村居民委员会应当做好本辖区内移风易俗具体工作。相关法律法规、政策。综合运用发放宣传单、日历推送网络音视频作品、文艺演出等多种形式宣传村规民约居民公约。章程等制度规范组织开展移风易俗宣传教育、议事协商、指导监督以及婚丧嫁娶服务、邻里互助、道德评议等活动引导村居民支持并参与移风易俗。公益等活动。美家庭、文明新风户等评选活动。
马边彝族自治县移风易俗条例,,,第三章 职责保障,,第二十条 工会、共青团、妇联等群团组织应当发挥自身优势组织开展移风易俗主题实践、教育培训、志愿服务、爱心公益等活动。
