文件名,编,分编,章,节,内容
上海市反不正当竞争条例,,,第一章 总则,,第一条 为保障社会主义市场经济健康发展鼓励和保护公平竞争制止不正当竞争行为保护经营者和消费者的合法权益维护社会经济秩序根据《中华人民共和国反不正当竞争法》和有关法律、行政法规的规定结合本市实际情况制定本条例。
上海市反不正当竞争条例,,,第一章 总则,,第二条 凡在本市从事商品生产、销售或者营利性服务以下所称商品包括服务的法人、其他经济组织和个人以下统称经营者以及从事行政管理的有关行政机关和授权组织必须遵守本条例。
上海市反不正当竞争条例,,,第一章 总则,,第三条 本条例所称的不正当竞争是指经营者在市场交易中违反自愿、平等、公平、诚实信用的原则和公认的商业道德而损害其他经营者的合法权益、扰乱社会经济秩序的行为。
上海市反不正当竞争条例,,,第一章 总则,,第四条 市和区、县工商行政管理部门对不正当竞争行为进行监督检查。法律、行政法规规定由其他部门监督检查的依照其规定执行。政府行业主管部门和行业协会可以制定本行业公平交易的自律性规范配合监督检查部门履行职责。
上海市反不正当竞争条例,,,第一章 总则,,第五条 本市国家机关鼓励、支持和保护一切组织和个人对不正当竞争行为进行社会监督。对检举、揭发和协助查处不正当竞争行为的组织和个人监督检查部门应当为其保密并可以根据有关规定给予奖励。
上海市反不正当竞争条例,,,第一章 总则,,第六条 国家机关工作人员不得支持、包庇、参与不正当竞争行为。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第七条 经营者不得从事下列假冒注册商标行为商品上使用与其注册商标相同的商标擅自制造的注册商标标识。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第八条 经营者不得擅自使用知名商品特有的名称、包装、装潢或者使用与知名商品近似的名称、包装、装潢造成与他人的知名商品相混淆使购买者误认为是该知名商品。前款所称的知名商品是指动中获奖的商品名度的商品。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第九条 经营者不得擅自使用他人的企业名称或者姓名以及代表其名称、姓名的标志、图形、文字、代号引人误认为是他人的商品。经营者不得擅自转让或者出租本企业的名称。经营者不得以伪造的企业名称从事经营活动。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十条 经营者不得在商品或者包装上采用下列手段作引人误解的虚假表示被取消的质量标志号或者监制单位和含量模糊标注。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十一条 公用企业或者其他依法具有独占地位的经营者不得采取下列限制竞争的行为提供的商品排斥经过法定机构检验、符合技术标准要求的其他经营者的同类商品不必要的商品或者配件减提供必要的商品或者滥收费用。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十二条 政府及其所属部门不得滥用行政权力限定他人购买其指定的经营者提供的商品限制其他经营者正当的经营活动。政府及其所属部门不得滥用行政权力限制外地商品进入本地市场或者限制本地商品流向外地市场。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十三条 经营者不得采用财物或者其他手段进行贿赂以销售或者购买商品。在帐外暗中给对方单位或者个人回扣的以行贿论处对方单位或者个人在帐外暗中收受回扣的以受贿论处。经营者销售或者购买商品可以以明示方式给对方折扣可以给中间人佣金。经营者给对方折扣、给中间人佣金的必须如实入帐。接受折扣、佣金的经营者必须如实入帐。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十四条 经营者不得利用广告或者其他方法对商品的价格、质量、性能、制作成份、用途、生产者、有效期限、产地、售后服务以及对推销商品、提供服务附带赠送礼品的品种和数量作引人误解的虚假宣传。前款所称其他方法包括下列行为或者其他文字标注和其他介绍资料广告经营者、广告发布者不得在明知或者应知的情况下代理、设计、制作、发布虚假广告。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十五条 经营者不得采用下列手段侵犯商业秘密的商业秘密人的商业秘密披露、使用或者允许他人使用其所掌握的商业秘密。第三人明知或者应知前款所列违法行为获取、使用或者披露他人的商业秘密视为侵犯商业秘密。本条所称商业秘密是指不为公众所知悉、能为权利人带来经济利益、具有实用性并经权利人采取保密措施的技术信息和经营信息包括原料配方、工艺流程、技术诀窍、设计资料、管理方法、营销策略、客户名单、货源情报等。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十六条 经营者不得以排挤竞争对手为目的以低于成本的价格销售商品。但有下列情形之一的除外
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十七条 经营者销售商品不得违背购买者的意愿搭售商品或者附加其他不合理的条件。前款所称其他不合理的条件是指对商品的价格、销售地区和经营对象等方面的限制。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十八条 经营者不得从事下列欺骗性有奖销售等作虚假的表示奖券不同时投放市场或者将有不同中奖标志的商品、奖券不同时投放市场抽奖式的有奖销售最高奖的金额不得超过五千元以物品或者其他经济利益的形式作为奖励的按照同一地区、同一期间、同一档次、同种商品的价格折算其金额不得超过五千元。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第十九条 经营者不得捏造、散布虚伪事实损害竞争对手的商业信誉、商品声誉。
上海市反不正当竞争条例,,,第二章 不正当竞争行为,,第二十条 投标者之间不得采用下列手段串通投标以损害招标者的利益或者社会公共利益投标者与招标者不得采用下列手段相互勾结以排挤竞争对手的公平竞争条件样的标书实行差别对待。
上海市反不正当竞争条例,,,第三章 监督检查,,第二十一条 对不正当竞争行为由市和区、县监督检查部门按照职责分工和规定程序进行查处。
上海市反不正当竞争条例,,,第三章 监督检查,,第二十二条 监督检查部门在监督检查不正当竞争行为时有权行使下列职权提供证明材料或者与不正当竞争行为有关的协议、帐册、单据、文件、记录、业务函电等资料被检查的经营者说明该财物的来源和数量暂停销售听候检查不得转移、隐匿、销毁该财物。
上海市反不正当竞争条例,,,第三章 监督检查,,第二十三条 监督检查部门在监督检查不正当竞争行为时被检查的经营者、利害关系人和证明人应当如实提供有关资料或者情况不得拒绝、拖延或者提供虚假陈述。
上海市反不正当竞争条例,,,第三章 监督检查,,第二十四条 监督检查部门工作人员监督检查不正当竞争行为时应当出示检查证件。对不出示检查证件的被检查的经营者、利害关系人和证明人有权予以拒绝。
上海市反不正当竞争条例,,,第三章 监督检查,,第二十五条 监督检查部门在监督检查不正当竞争行为的过程中对经营者的商业秘密应当予以保密。
上海市反不正当竞争条例,,,第四章 法律责任,,第二十六条 经营者违反本条例规定给被侵害的经营者造成损害的应当承担损害赔偿责任被侵害的经营者的损失难以计算的赔偿额为侵权人在侵权期间因侵权所获得的利润并应当承担被侵害的经营者因调查该经营者侵害其合法权益的不正当竞争行为所支付的合理费用。被侵害的经营者合法权益受到不正当竞争行为损害的可以向人民法院提起诉讼。
上海市反不正当竞争条例,,,第四章 法律责任,,第二十七条 经营者违反本条例规定的由监督检查部门依照下列规定予以处罚标法》的规定予以处罚违法所得收缴并销毁其擅自使用的商品标识、包装、装潢可以处以违法所得一倍以上不满二倍的罚款情节严重的处以违法所得二倍至三倍的罚款可以吊销营业执照销售伪劣商品构成犯罪的依法追究刑事责任没收违法所得和作案工具可以处以违法所得一倍至二倍的罚款情节严重的处以违法所得二倍至三倍的罚款停止违法行为可以处以五万元以上不满十万元的罚款情节严重的处以十万元以上二十万元以下的罚款。被指定的经营者借此销售质次价高商品或者滥收费用的没收违法所得可以处以违法所得一倍以上不满二倍的罚款情节严重的处以二倍至三倍的罚款情节严重的由同级或者上级机关对直接责任人员给予行政处分。被指定的经营者借此销售质次价高商品或者滥收费用的没收违法所得可以处以违法所得一倍以上不满二倍的罚款情节严重的处以二倍至三倍的罚款责任不构成犯罪的没收违法所得可以处以一万元以上不满十万元的罚款情节严重的处以十万元以上二十万元以下的罚款为消除影响可以处以一万元以上不满十万元的罚款情节严重的处以十万元以上二十万元以下的罚款。违反本条例第十四条第三款规定的依照《中华人民共和国广告法》的规定予以处罚处以一万元以上不满十万元的罚款情节严重的处以十万元以上二十万元以下的罚款以处以低于成本价格销售商品总额一倍以上不满二倍的罚款情节严重的处以二倍至三倍的罚款收违法所得可以处以一万元以下的罚款情节严重的责令停业整顿可以吊销营业执照可以处以一万元以上不满五万元的罚款情节严重的处以五万元以上十万元以下的罚款消除影响可以处以一万元以下的罚款以一万元以上不满十万元的罚款情节严重的处以十万元以上二十万元以下的罚款。对经营者的有关责任人员可以处以一千元以上一万元以下的罚款项规定职权的处以被销售、转移、隐匿、销毁财物的价款一倍以上三倍以下的罚款权拒绝提供有关资料或者情况的处以一千元以上一万元以下的罚款。前款第二、三、四、五项行为没有违法所得的处以十万元以下的罚款。监督检查部门依照本条例进行罚款时应当出具市财政部门统一印制的罚没款收据罚没款全部上缴国库。
上海市反不正当竞争条例,,,第四章 法律责任,,第二十八条 本条例所称情节严重是指下列之一的情形上的但违反本条例第十条规定其违法经营额在二十万元以上或者违法所得在二万元以上的竞争行为的以上的
上海市反不正当竞争条例,,,第四章 法律责任,,第二十九条 当事人对具体行政行为不服的可以按《行政复议条例》和《中华人民共和国行政诉讼法》的规定申请行政复议或者提起诉讼。当事人在法定期限内不申请复议、不提起诉讼又不履行行政处罚决定的作出行政处罚决定的部门可以依据《中华人民共和国行政诉讼法》的规定申请人民法院强制执行。
上海市反不正当竞争条例,,,第四章 法律责任,,第三十条 监督检查部门工作人员应当遵纪守法、秉公执法。对玩忽职守、滥用职权、徇私舞弊、索贿受贿、故意包庇、枉法执行者给予行政处分构成犯罪的依法追究刑事责任。
上海市反不正当竞争条例,,,第五章 附则,,第三十一条 本条例具体应用中的问题由市工商行政管理局负责解释。
上海市反不正当竞争条例,,,第五章 附则,,第三十二条 本条例自 1995 年 12 月 1 日起施行。
