文件名,编,分编,章,节,内容
昆明市九乡风景名胜区保护条例,,,第一章 总则,,第一条 为了有效保护、科学开发和合理利用九乡风景名胜区以下简称景区的自然资源、人文资源根据国务院《风景名胜区条例》、《云南省风景名胜区管理条例》和有关法律、法规结合本市实际制定本条例。
昆明市九乡风景名胜区保护条例,,,第一章 总则,,第二条 在景区内进行活动以及与景区保护工作相关的单位和个人应当遵守本条例。
昆明市九乡风景名胜区保护条例,,,第一章 总则,,第三条 景区的保护与开发应当遵循科学规划、统一管理、严格保护、永续利用的原则。
昆明市九乡风景名胜区保护条例,,,第一章 总则,,第四条 宜良县人民政府设立景区管理机构以下简称管理机构负责景区的保护、利用和统一管理工作。宜良县规划、建设、国土资源、环保、公安、旅游、文化、工商、林业、水务等有关部门及景区内的乡镇人民政府应当按照各自职责协同做好景区的保护、管理工作。
昆明市九乡风景名胜区保护条例,,,第一章 总则,,第五条 任何单位和个人都有保护景区资源和环境的义务有权对损害景区资源和环境的行为进行制止、检举。对保护景区成绩显著的单位和个人宜良县人民政府应当给予表彰奖励。
昆明市九乡风景名胜区保护条例,,,第二章 规划,,第六条 景区规划分为总体规划和详细规划。景区规划应当依据《中华人民共和国城乡规划法》、国务院《风景名胜区条例》及相关法律、法规的规定编制审批。
昆明市九乡风景名胜区保护条例,,,第二章 规划,,第七条 景区内的乡镇规划和村庄规划应当符合景区规划规划审批应当征得管理机构的同意。
昆明市九乡风景名胜区保护条例,,,第二章 规划,,第八条 经批准的景区规划、景区内的乡镇规划和村庄规划应当向社会公布。
昆明市九乡风景名胜区保护条例,,,第二章 规划,,第九条 任何单位和个人不得违反或者擅自改变景区规划确需改变的应当依法办理。
昆明市九乡风景名胜区保护条例,,,第二章 规划,,第十条 景区内的建筑物、构筑物和其他设施应当符合景区规划不符合规划的应当依法整治限期拆除。
昆明市九乡风景名胜区保护条例,,,第二章 规划,,第十一条 实施景区规划可以依法征收或者征用景区内集体所有的土地和单位、个人所有的房屋及其他不动产并按国家有关规定给予补偿。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第十二条 景区保护按照国务院批准的《九乡风景名胜区总体规划》确定的区域划分为特级、一级、二级、三级保护区。特级保护区保护区范围内的已开发和尚未开发的地下溶洞及洞口、天窗周边区域叠虹桥区域。一级保护区麦田河、三脚洞、阿路龙崖刻等区域。二级保护区马蹄河两侧汇水区域上大洞、大沙坝、大枯坑等区域。三级保护区二级保护区外围的环境保护协调区域。管理机构应当按照划定的各级保护区设立界桩碑。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第十三条 景区内禁止下列行为被和地形地貌的活动物品的设施目乳、石柱等风景石
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第十四条 二级保护区内除遵守本条例第十三条规定外禁止烧荒、在非指定地点野炊等违规用火。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第十五条 一级保护区内除遵守本条例第十四条规定外禁止建设宾馆、招待所、培训中心、疗养院等与保护风景名胜资源无关的建筑物、构筑物和其他设施现有人居构筑物按照规划逐步拆迁。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第十六条 特级保护区内除遵守本条例第十五条规定外禁止下列行为
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第十七条 在一、二、三级保护区内禁止从事经营性挖砂、取土。因道路和设施维护确需挖砂、取土的应当经管理机构审查同意报国土、环保、林业、水务等有关行政主管部门批准后在指定地点挖取并按照规定恢复植被。景区内的居民因生活需要在一、二、三级保护区内挖砂、取土自用的应当在管理机构指定的地点挖取。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第十八条 在景区洞穴内兴建旅游设施时管理机构、施工单位应当采取严格的保护措施避免损坏洞穴内钟乳石等景物。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第十九条 在景区内进行下列活动应当经管理机构审核同意后依照有关法律、法规的规定办理审批手续
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第二十条 景区内经批准的建设项目管理机构和建设单位在施工前应当记录环境原貌。建设单位在施工过程中应当采取有效措施保护景物、植被、水体、地貌和环境。建设单位应当在工程验收合格后六个月内向管理机构提交工程竣工档案。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第二十一条 景区内的建筑物、构筑物及其他设施应当体现自然风貌突出地方民族特色并与周围景观和环境相协调。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第二十二条 在符合景区规划前提下管理机构对景区内乡镇合理利用二、三级保护区资源的生产和经营活动给予支持、指导。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第二十三条 宜良县人民政府应当对景区有计划地投入保护资金。对重点保护项目除国家和省、市有关部门的投入外可以采取社会捐助等形式筹集资金。
昆明市九乡风景名胜区保护条例,,,第三章 保护,,第二十四条 昆明市人民政府和宜良县人民政府应当在景区内大力推广新型节能环保能源并在政策和资金上给予支持。
昆明市九乡风景名胜区保护条例,,,第四章 管理,,第二十五条 管理机构主要职责害等突发事件的具体应急预案对突发事件及时报告和处置案并实施有效管理制定疏导游客的具体方案设置保护标志、路标路牌、公共服务、地质科普和安全警示等标志虫害防治工作并履行相应职责和服务质量的监督管理、检查水处理设施实现达标排放家、集体、个人的财产安全
昆明市九乡风景名胜区保护条例,,,第四章 管理,,第二十六条 进入景区游览区的交通工具应当按照规定的路线限速行驶并在指定的地点停放。
昆明市九乡风景名胜区保护条例,,,第四章 管理,,第二十七条 在景区游览区进行经营活动应当在管理机构指定的地点经营禁止游动叫卖和强行兜售。
昆明市九乡风景名胜区保护条例,,,第四章 管理,,第二十八条 进入景区游览区的人员应当按照规定购买门票。利用景区内的资源进行经营活动的单位和个人应当向管理机构缴纳风景名胜资源有偿使用费。景区的门票收入、风景名胜资源有偿使用费主要用于景区资源的保护、管理以及基础设施建设。
昆明市九乡风景名胜区保护条例,,,第四章 管理,,第二十九条 宜良县人民政府应当确定景区保护管理目标并监督、检查本条例的实施情况向昆明市人民政府报告。
昆明市九乡风景名胜区保护条例,,,第五章 法律责任,,第三十条 违反本条例规定有下列行为之一的由管理机构予以处罚运输的风景石和违法所得销售者和购买者恶意串通的分别处以 1 万元以上 5 万元以下罚款情节特别严重的分别处以 5万元以上 15 万元以下罚款。明知是本条例禁止销售、购买的风景石而运输的对运输者处以 5000 元以上 2 万元以下罚款责令改正处以 100 元以上 500 元以下罚款复原状逾期不改正或者拒不恢复原状的对单位处以 5000 元以上 2 万元以下罚款对个人处以 1000 元以上 5000 元以下罚款令停止违法行为限期恢复原状并按照每立方米处以 100 元罚款不足 1 立方米的按照 1 立方米处罚复原状逾期不改正的对建设单位处以 1 万元以上 5 万元以下罚款处以 50 元以上 200 元以下罚款购门票价款一倍以上三倍以下罚款。
昆明市九乡风景名胜区保护条例,,,第五章 法律责任,,第三十一条 违反本条例规定的其他违法行为由管理机构依照国务院《风景名胜区条例》或者其他有关法律、法规的规定予以处罚管理机构无权处理的应当及时移送或者通报有权处理的行政主管部门有权处理的行政主管部门应当依法及时予以处理并将处理情况通报管理机构。
昆明市九乡风景名胜区保护条例,,,第五章 法律责任,,第三十二条 管理机构及其工作人员违反本条例规定有下列行为之一的对负有责任的主管人员和其他直接责任人员依法给予处分构成犯罪的依法追究刑事责任置标志的
昆明市九乡风景名胜区保护条例,,,第六章 附则,,第三十三条 本条例自 2010 年 1 月 1 日起施行。
