文件名,编,分编,章,节,内容
山东省快递业促进条例,,,第一章 总 则,,第一条 为了规范快递业经营服务行为保护快递用户、快递经营企业和快递从业人员合法权益保障快递安全促进快递业高质量发展根据《中华人民共和国邮政法》《快递暂行条例》等法律、行政法规结合本省实际制定本条例。
山东省快递业促进条例,,,第一章 总 则,,第二条 本省行政区域内从事快递经营、接受快递服务、促进快递业发展以及对快递业实施监督管理适用本条例。本条例所称快递经营活动是指依法取得快递业务经营许可的企业按照承诺的时限和方式快速完成物品收寄、分拣、运输、投递等环节的寄递活动。外卖配送等点到点直接送达物品的即时配送活动不适用本条例。
山东省快递业促进条例,,,第一章 总 则,,第三条 县级以上人民政府应当落实属地责任加强对快递业促进工作的领导将其纳入国民经济和社会发展规划完善空间布局加大政府财政投入健全绩效评价等制度建立工作协调机制统筹解决快递业发展中的重大问题。
山东省快递业促进条例,,,第一章 总 则,,第四条 省、设区的市邮政管理机构及其依法设立的派出机构按照规定职责承担快递业促进和监督管理工作未设立派出机构的由县市、区人民政府明确有关部门在其职责范围内负责相关的快递业促进和监督管理工作。发展改革、科学技术、工业和信息化、公安、国家安全、财政、人力资源社会保障、自然资源、生态环境、住房城乡建设、交通运输、农业农村、商务、应急管理、市场监督管理以及海关、烟草等部门应当按照各自职责做好快递业促进和监督管理工作。
山东省快递业促进条例,,,第一章 总 则,,第五条 快递经营企业应当依法经营遵守安全生产、生态环境保护、劳动用工、职业卫生、服务标准等方面的法律、法规健全规章制度为用户提供迅速、准确、安全、方便的快递服务。
山东省快递业促进条例,,,第一章 总 则,,第六条 依法成立的快递行业组织应当依照法律、法规以及章程规定制定快递行业规范公约加强行业自律引导快递经营企业守法、诚信、安全、绿色经营。
山东省快递业促进条例,,,第二章 发展保障,,第七条 县级以上人民政府组织制定的现代物流业发展规划应当明确本行政区域的快递业发展目标、基础设施建设以及其他要素保障等内容。支持快递经营企业在本省建设快递物流园区、设立企业总部。
山东省快递业促进条例,,,第二章 发展保障,,第八条 县级以上人民政府应当合理确定快递业的用地效益考核指标依据国土空间规划保障快件大型集散、分拣、仓配等基础设施用地有关部门应当依法利用城郊结合地区的旧厂房、仓库、闲置土地等场地支持快件分拨处理中心建设。
山东省快递业促进条例,,,第二章 发展保障,,第九条 县级以上人民政府应当建立快递业与现代农业、先进制造业、商贸流通业、电子商务等关联产业和业态的协同发展机制制定和完善相关扶持政策支持快递经营企业入驻各类园区。鼓励和支持集智能仓储、冷链物流、电商直播等多功能于一体的快递物流园区建设促进产业集聚发展。
山东省快递业促进条例,,,第二章 发展保障,,第十条 县级以上人民政府应当将农村寄递物流体系建设纳入公共基础设施建设范畴落实财政支出责任推进县乡村三级快递节点建设。支持各地建立完善县级寄递配送中心优化提升乡镇寄递服务场所建设维护村级寄递物流综合服务站。鼓励和支持乡镇人民政府、街道办事处利用村民委员会、居民委员会的场所和便民服务中心、村邮站等因地制宜建设村级寄递物流综合服务站。
