文件名,编,分编,章,节,内容
山东省台儿庄古城保护管理条例,,,第一章 总则,,第一条 为了加强台儿庄古城保护管理传承地方文化弘扬民族精神根据有关法律、行政法规结合台儿庄古城实际制定本条例。
山东省台儿庄古城保护管理条例,,,第一章 总则,,第二条 在台儿庄古城以及相关区域从事建设、保护、管理、经营、游览、文化等活动适用本条例。
山东省台儿庄古城保护管理条例,,,第一章 总则,,第三条 本条例所称台儿庄古城是指枣庄市台儿庄区兰祺河以东、东城墙以西、北圩沟以南、古运河以北和康宁路以东、古运河以南、运河北大堤以北共三平方公里的区域。
山东省台儿庄古城保护管理条例,,,第一章 总则,,第四条 台儿庄古城的保护管理应当遵循科学规划、有效保护、合理利用、严格管理的原则。
山东省台儿庄古城保护管理条例,,,第一章 总则,,第五条 省人民政府有关部门应当加强对台儿庄古城保护管理工作的监督。枣庄市人民政府以及台儿庄区人民政府应当加强台儿庄古城的保护管理并将其纳入国民经济和社会发展规划。
山东省台儿庄古城保护管理条例,,,第一章 总则,,第六条 台儿庄古城保护管理机构是枣庄市人民政府的派出机构具体负责台儿庄古城保护管理工作主要履行下列职责鲁南文化
山东省台儿庄古城保护管理条例,,,第二章 规划建设,,第七条 枣庄市人民政府应当组织编制台儿庄古城保护规划与文物保护等专项规划相协调并纳入枣庄市城市总体规划。台儿庄古城保护管理机构应当会同枣庄市人民政府城乡规划、住房和城乡建设、文物、旅游等部门和台儿庄区人民政府根据台儿庄古城保护规划编制台儿庄古城详细规划。
山东省台儿庄古城保护管理条例,,,第二章 规划建设,,第八条 编制台儿庄古城保护规划以及详细规划应当征求有关部门、专家和公众的意见委托具有法定资质的城乡规划编制单位进行编制依法报经批准后公布实施。
山东省台儿庄古城保护管理条例,,,第二章 规划建设,,第九条 台儿庄古城保护规划以及详细规划未经法定程序不得修改确需修改的应当按照原批准程序报经批准。
山东省台儿庄古城保护管理条例,,,第二章 规划建设,,第十条 台儿庄古城的建筑物或者构筑物、道路、水系和其他设施确需维修、改造的由有关单位和个人遵循原材料、原工艺、原地工匠的原则提出实施方案经台儿庄古城保护管理机构同意按照有关规定报经批准后由具有法定资质的施工单位施工。
山东省台儿庄古城保护管理条例,,,第三章 保护,,第十一条 枣庄市人民政府设立台儿庄古城专项保护经费专项用于台儿庄古城的保护不得挪作他用。专项保护经费的使用管理办法由枣庄市人民政府制定。
山东省台儿庄古城保护管理条例,,,第三章 保护,,第十二条 台儿庄古城划分为古城核心区、功能配套区。台儿庄古城核心区由兰祺河以东、东城墙以西、北圩沟以南、古运河以北区域组成台儿庄古城功能配套区由康宁路以东、古运河以南、运河北大堤以北区域组成。
