文件名,编,分编,章,节,内容
无锡市测绘管理条例,,,第一章 总 则,,第一条 为了加强测绘管理规范测绘行为促进测绘事业发展提高测绘公共服务保障能力根据《中华人民共和国测绘法》《江苏省测绘地理信息条例》等法律、法规结合本市实际制定本条例。
无锡市测绘管理条例,,,第一章 总 则,,第二条 在本市行政区域内从事测绘活动、使用测绘成果及相关测绘管理工作应当遵守本条例。
无锡市测绘管理条例,,,第一章 总 则,,第三条 市、县级市人民政府应当加强对测绘工作的领导建立健全测绘管理体制完善测绘管理职能将基础测绘纳入国民经济和社会发展规划及年度计划所需经费列入本级年度财政预算。
无锡市测绘管理条例,,,第一章 总 则,,第四条 市、县级市自然资源规划部门是测绘主管部门负责本行政区域内测绘工作的统一监督管理。住房城乡建设、水利、市政园林等部门按照本级人民政府规定的职责分工负责本部门有关的测绘工作。
无锡市测绘管理条例,,,第一章 总 则,,第五条 鼓励测绘行业协会发挥行业自律服务作用促进测绘市场健康发展。鼓励社会力量依法投资本市测绘项目和地理信息产业保障其合法权益。
无锡市测绘管理条例,,,第一章 总 则,,第六条 鼓励使用先进测绘技术和设备促进地理信息产业的发展推动测绘科技进步和创新。对在测绘管理、科研及测绘基础设施保护工作中取得显著成绩的单位和个人按照国家和省有关规定给予表彰、奖励。
无锡市测绘管理条例,,,第二章 基础测绘和其他测绘,,第七条 市、县级市测绘主管部门负责管理本级基础测绘。市、县级基础测绘包括尺地形图、正射影像图、数字高程模型等数字产品据库护
无锡市测绘管理条例,,,第二章 基础测绘和其他测绘,,第八条 市、县级市测绘主管部门应当会同有关部门根据国家和上一级人民政府的基础测绘规划和本行政区域的实际情况组织编制本行政区域的基础测绘规划报本级人民政府批准后组织实施。
无锡市测绘管理条例,,,第二章 基础测绘和其他测绘,,第九条 市、县级市发展改革部门应当会同同级测绘主管部门根据本行政区域基础测绘规划以及当年经济建设和社会发展实际情况组织编制本行政区域基础测绘年度计划。基础测绘项目由测绘主管部门组织实施市、县级基础测绘成果应当即时更新。
无锡市测绘管理条例,,,第二章 基础测绘和其他测绘,,第十条 不动产测绘应当执行国家有关测量规范和技术标准并符合国家有关规定。水利、能源、交通、通信、资源开发和其他领域的工程测量活动应当按照国家有关的工程测量技术规范进行。在本市建成区内铺设各类地下管线、建设各类工程必须按照有关技术规范及时进行地下管线测量、竣工测量市自然资源规划部门负责城市地下管线普查等基础性工作做好二维、三维管线数据的收集、整理、更新和共享应用保障城市地下管线数据库的完整性和现势性。
无锡市测绘管理条例,,,第二章 基础测绘和其他测绘,,第十一条 从事测绘活动应当采用国家规定的测绘系统和测绘基准或者经依法批准的相对独立平面坐标系统并执行国家规定的测绘技术规范和标准。
无锡市测绘管理条例,,,第二章 基础测绘和其他测绘,,第十二条 市、县级市测绘主管部门应当建立本行政区域统一的地理信息基础框架和基础地理信息系统服务平台促进地理信息资源共建共享和开发应用。
无锡市测绘管理条例,,,第二章 基础测绘和其他测绘,,第十三条 地理信息数据的采集和生产应当符合统一的数据标准。使用财政资金建立专业地理信息系统的应当利用市、县级市统一的基础地理信息系统服务平台。
无锡市测绘管理条例,,,第二章 基础测绘和其他测绘,,第十四条 使用财政资金的测绘项目和使用财政资金的建设工程测绘项目发展改革部门在批准立项前应当征求同级测绘主管部门的意见财政部门在审核未经立项的测绘项目、购置遥感影像资料或者进行测绘航空摄影的预算支出时应当征求同级测绘主管部门的意见。测绘主管部门应当自收到征求意见材料之日起五个工作日内反馈意见。已有适宜测绘成果可供利用不需进行测绘或者购置的相关部门应当加强协调避免重复投入。
无锡市测绘管理条例,,,第三章 测绘市场,,第十五条 在本市从事测绘项目的委托、承揽、技术咨询服务或者测绘成果交易等活动必须遵守国家法律、法规及本条例规定遵循公平竞争、诚实信用原则。属于政府采购范围的测绘项目应当按照《中华人民共和国政府采购法》及有关规定执行。
无锡市测绘管理条例,,,第三章 测绘市场,,第十六条 从事测绘活动的单位应当依法取得测绘资质。市测绘主管部门受省测绘主管部门委托审批相应等级测绘资质。
无锡市测绘管理条例,,,第三章 测绘市场,,第十七条 未取得测绘执业资格的专业技术人员不得从事与测绘执业资格有关的活动。
无锡市测绘管理条例,,,第三章 测绘市场,,第十八条 在本市从事测绘活动的测绘人员应当持有国家统一制作的测绘作业证件。市测绘主管部门受省测绘主管部门委托负责测绘作业证件的受理、审核、发放、注册核准等工作。任何单位和个人不得妨碍和阻挠测绘人员依法从事测绘活动。
无锡市测绘管理条例,,,第三章 测绘市场,,第十九条 依法必须进行招标的测绘项目应当通过招标方式确定承揽方。涉及国家安全、国家秘密等不适宜公开招标的测绘项目不得公开招标。
无锡市测绘管理条例,,,第三章 测绘市场,,第二十条 测绘主管部门应当会同发展改革等部门对测绘项目招标投标活动进行监督管理。
无锡市测绘管理条例,,,第三章 测绘市场,,第二十一条 评标由招标人依法组建的评标委员会负责。评标委员会组成人员的人数、测绘专家的比例等按照有关规定确定。
无锡市测绘管理条例,,,第三章 测绘市场,,第二十二条 招标和政府采购的测绘项目承包单位应当在测绘合同签订之日起十五个工作日内通过省测绘地理信息行业管理与服务平台向测绘项目所在地有管辖权的测绘主管部门备案。两个以上单位共同承包的测绘项目承包单位应当分别申请备案。
无锡市测绘管理条例,,,第三章 测绘市场,,第二十三条 测绘单位承担测绘项目应当采用经检定合格的测绘仪器设备使用符合国家规定的测绘生产软件。
无锡市测绘管理条例,,,第三章 测绘市场,,第二十四条 招标和政府采购的测绘项目应当实行监理制度。
无锡市测绘管理条例,,,第三章 测绘市场,,第二十五条 测绘单位应当建立健全质量保证体系对其完成的测绘成果质量负责。测绘主管部门应当通过测绘成果质量检查等方式加强对测绘项目质量的监督管理。
无锡市测绘管理条例,,,第三章 测绘市场,,第二十六条 基础测绘和使用财政资金达到规定标准的其他测绘项目的测绘成果应当经测绘质量监督检验机构检测未经检验或者检验不合格的其成果不得交付使用。测绘单位不得向测绘质量监督检验机构隐瞒真实情况、提供虚假材料或者伪造资料。
无锡市测绘管理条例,,,第三章 测绘市场,,第二十七条 测绘主管部门应当建立测绘单位信用档案及时向社会公布在本行政区域内承揽测绘项目单位的资质、业绩、测绘成果质量以及遵纪守法等情况。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第二十八条 测绘主管部门应当加强对测绘成果的统一监督管理其他有关部门按照职责分工负责本部门有关的测绘成果工作。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第二十九条 测绘成果依法实行汇交制度。汇交程序和方式按照国家、省有关测绘成果管理的规定执行。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第三十条 测绘项目出资人或者承担国家投资的测绘项目的单位应当在测绘项目检验合格后三个月内汇交测绘成果副本或者目录。测绘单位应当对其提交的测绘成果资料的真实性和完整性负责。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第三十一条 测绘主管部门应当建立健全测绘成果资料的汇交接收、保管制度配备必要的存放设施确保测绘成果的完整和安全。基础测绘成果应当备份异地存放。测绘成果资料密级的确定、变更和解密以及涉密测绘成果的生产、制作、传递、保管、销毁等依据国家、省有关规定执行。测绘主管部门会同保密部门负责涉密测绘成果保管和使用情况的监督检查。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第三十二条 测绘主管部门应当定期编制测绘成果目录并向社会公布信息。有关单位和个人需要查询测绘成果的测绘主管部门应当提供便利。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第三十三条 向他人提供使用财政资金完成的测绘成果的应当符合国家和省相关规定。使用财政资金完成的测绘成果有下列情形之一的应当无偿提供设等公共利益的除前款规定外测绘成果依法实行有偿使用制度。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第三十四条 自然资源规划、民政、新闻出版、教育、市场监管、国家安全等部门按照各自职责分工对地图及地图产品和地理信息市场实施监督管理。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第三十五条 主要表现地在本市行政区域内的地图由市测绘主管部门负责审核。市测绘主管部门可以依法委托地图内容审查工作机构完成地图集册、政务服务用图和互联网公益性地图审查技术工作。地图印刷完成后三十日内编制单位应当将样本一式两份送市测绘主管部门存档。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第三十六条 测绘主管部门负责本行政区域内永久性测量标志的日常管理工作落实测量标志保护措施。其他部门和单位自建的测量标志由设立测量标志的部门和单位负责维护和管理。
无锡市测绘管理条例,,,第四章 测绘成果与测量标志管理,,第三十七条 永久性测量标志受国家法律保护禁止损毁或者擅自移动。因建设工程需要拆迁永久性测量标志或者使永久性测量标志失去效能的建设单位应当依法办理迁建手续。
无锡市测绘管理条例,,,第五章 法律责任,,第三十八条 对违反本条例规定的行为法律、法规已有处罚规定的从其规定。
无锡市测绘管理条例,,,第五章 法律责任,,第三十九条 违反本条例第十一条规定采用未经批准的相对独立平面坐标系统进行测绘活动的由测绘主管部门责令限期改正拒不改正的处以一万元以上十万元以下罚款。
无锡市测绘管理条例,,,第五章 法律责任,,第四十条 违反本条例第二十六条第二款规定测绘单位以隐瞒真实情况、提供虚假材料或者伪造资料等形式通过测绘质量监督检验机构检测的由测绘主管部门处以五千元以上三万元以下罚款。
无锡市测绘管理条例,,,第五章 法律责任,,第四十一条 测绘单位违反本条例规定情节严重的测绘主管部门可以报请测绘资质审批机关依法降低其测绘资质等级或者吊销其测绘资质证书。
无锡市测绘管理条例,,,第五章 法律责任,,第四十二条 测绘主管部门及其工作人员玩忽职守、滥用职权、徇私舞弊的对负有直接责任的主管人员和其他直接责任人员由其所在单位或者上一级主管机关给予处分构成犯罪的依法追究刑事责任。
无锡市测绘管理条例,,,第六章 附 则,,第四十三条 本条例自 2010 年 10 月 1 日起施行。
