文件名,编,分编,章,节,内容
昆明市历史文化名城保护条例,,,第一章 总 则,,第一条 为了加强对历史文化名城的保护和管理继承优秀的历史文化遗产根据《中华人民共和国城乡规划法》《中华人民共和国文物保护法》《历史文化名城名镇名村保护条例》和《云南省历史文化名城名镇名村名街保护条例》等法律、法规结合本市实际制定本条例。
昆明市历史文化名城保护条例,,,第一章 总 则,,第二条 本市历史文化名城的规划、保护、管理和利用适用本条例。
昆明市历史文化名城保护条例,,,第一章 总 则,,第三条 历史文化名城的保护应当坚持统筹规划、科学管理、保护优先、合理利用、强化传承、文化引领的原则维护历史文化遗产的真实性和完整性保护与其相互依存的自然和人文景观保持和延续历史文化名城的传统格局和风貌。
昆明市历史文化名城保护条例,,,第一章 总 则,,第四条 本市历史文化名城的保护对象包括历史城区、历史文化名镇、历史文化名村、历史村镇、历史文化街区、历史地段、历史建筑、传统风貌建筑体现历史文化名城内涵的山水环境、文化线路、历史环境要素以及有关法律、法规中确定的其他保护对象。涉及不可移动文物、地下文物、名人故旧居、传统地名、古树名木、工业遗产、非物质文化遗产、世界文化遗产、世界自然遗产、风景名胜等按照有关法律、法规的规定执行。
昆明市历史文化名城保护条例,,,第一章 总 则,,第五条 市人民政府统一领导本市历史文化名城的保护利用和监督管理工作。县市、区人民政府负责本行政区域历史文化名城的保护利用和监督管理工作。自然资源规划行政主管部门和文物行政主管部门具体负责历史文化名城的保护和管理工作。住房城乡建设行政主管部门配合做好历史文化名城保护的建设管理工作。其他有关行政主管部门按照各自职责做好历史文化名城相关保护监督管理工作。
昆明市历史文化名城保护条例,,,第一章 总 则,,第六条 市人民政府设立的历史文化名城保护委员会负责指导、协调涉及历史文化名城保护工作的重大事项历史文化名城保护专家委员会负责为市人民政府和历史文化名城保护委员会决策提供咨询意见。
昆明市历史文化名城保护条例,,,第一章 总 则,,第七条 市、县市、区人民政府应当将历史文化名城的保护纳入国民经济和社会发展规划所需经费由市、县市、区两级列入本级年度财政预算。历史文化名城保护经费用于普查、测量、认定、抢险、档案资料收集管理、学术研究、规划编制、修缮补助、宣传普及、资助、奖励等方面。
昆明市历史文化名城保护条例,,,第一章 总 则,,第八条 市、县市、区人民政府可以通过购买服务等多种渠道和方式对历史文化名镇、历史文化名村、历史村镇、历史文化街区、历史地段、历史建筑、传统风貌建筑等实施日常保护和管理。
昆明市历史文化名城保护条例,,,第一章 总 则,,第九条 鼓励企业、事业单位、社会团体和个人以捐赠、捐助、投资、提供保护线索和服务等形式参与历史文化名城的保护、传承、利用工作。鼓励企业、事业单位、研究机构、行业协会、社会组织和个人依法开展历史文化保护、传承、利用的基础研究、专业培训等工作。市、县市、区人民政府按照国家有关规定对在历史文化名城保护中做出突出贡献的单位和个人给予表彰和奖励。
昆明市历史文化名城保护条例,,,第一章 总 则,,第十条 市、县市、区人民政府和有关部门应当组织开展本市历史文化名城保护的宣传教育活动增强全社会的保护和传承意识。任何单位和个人有权对破坏、损害历史文化名城的行为进行劝阻和举报。
