文件名,编,分编,章,节,内容
云南省自然保护区管理条例,,,,,第一条 为保护自然环境和自然资源加强自然保护区的建设和管理根据《中华人民共和国环境保护法》、《中华人民共和国自然保护区条例》等有关法律、法规结合本省实际制定本条例。
云南省自然保护区管理条例,,,,,第二条 本条例所称自然保护区是指本省行政区域内国家或地方县级以上人民政府以自然保护为目的依法划出一定面积的陆地、水域予以特殊保护和管理的区域。
云南省自然保护区管理条例,,,,,第三条 凡在本省行政区域内建设和管理自然保护区必须遵守本条例。
云南省自然保护区管理条例,,,,,第四条 一切单位和个人都有保护自然保护区内自然环境和自然资源的义务并有权对破坏、侵占自然保护区的单位和个人进行检举、控告。对保护、建设和管理自然保护区以及在有关的科学研究中做出显著成绩的单位和个人由县级以上人民政府给予奖励。
云南省自然保护区管理条例,,,,,第五条 县级以上人民政府要把自然保护区的保护、建设和管理纳入国民经济和社会发展计划并作为任期目标责任制的重要考核内容之一。
云南省自然保护区管理条例,,,,,第六条 自然保护区的保护、建设和管理应当坚持全面规划、积极保护、科学管理、永续利用的方针妥善处理好与当地经济建设和居民生产、生活的关系。
云南省自然保护区管理条例,,,,,第七条 县级以上人民政府林业草原行政主管部门对辖区内自然保护区实施监督管理。其主要职责是负责自然保护区建设和管理工作的组织、指导、协调、监督、检查拟订自然保护区发展规划按照管辖权限组织相应的自然保护区建立、调整及规划的审查审核会同有关部门组织查处破坏、侵占自然保护区的重大事件。县级以上自然资源、生态环境、住房城乡建设、交通运输、农业农村、水利、应急管理等部门按照职责做好自然保护区保护的有关工作。
云南省自然保护区管理条例,,,,,第八条 自然保护区的管理机构负责自然保护区的具体管理工作。其主要职责是依法保护自然保护区内自然环境和自然资源调查自然资源并建立档案组织环境监测制定自然保护区的各项管理制度组织实施自然保护区的规划宣传有关法律、法规进行自然保护知识的教育负责自然保护区界标的设置和管理。
云南省自然保护区管理条例,,,,,第九条 凡具有下列条件之一的应当建立自然保护区区、冰川、火山、温泉等自然遗迹。
云南省自然保护区管理条例,,,,,第十条 自然保护区分为国家级、省级、州市级和县市、区级。国家级和省级自然保护区由省林业草原行政主管部门或者委托所在地林业草原行政主管部门管理州市级自然保护区由同级林业草原行政主管部门或者委托所在地林业草原行政主管部门管理县市、区级自然保护区由同级林业草原行政主管部门管理。
云南省自然保护区管理条例,,,,,第十一条 国家级自然保护区的建立由自然保护区所在地的州市人民政府向省人民政府提出申请经省级自然保护区评审委员会评审后由省林业草原行政主管部门提出申报意见报省人民政府同意后由省人民政府向国务院申报。省级自然保护区的建立由自然保护区所在地的州市人民政府向省人民政府提出申请经省级自然保护区评审委员会评审后由省林业草原行政主管部门提出审批意见报省人民政府批准并报国家自然保护区行政主管部门备案。州市级和县市、区级自然保护区的建立由自然保护区所在的州市、县市、区人民政府提出申请经省级或者州市级自然保护区评审委员会评审后由省林业草原行政主管部门进行协调并提出审批意见报省人民政府批准并报国家自然保护区行政主管部门备案。
云南省自然保护区管理条例,,,,,第十二条 建立跨行政区域的自然保护区由相关行政区域的人民政府协商一致后提出申请并依照第十一条规定的程序报批。
云南省自然保护区管理条例,,,,,第十三条 国家级自然保护区的范围和界线按国家相关程序确定并予以公告。省级、州市级和县市、区级自然保护区的范围和界线由省人民政府确定并予以公告。省级、州市级和县市、区级自然保护区的撤销及其性质、范围、界线、功能区的调整或者改变由省人民政府批准。任何单位和个人不得擅自移动自然保护区的界标。
云南省自然保护区管理条例,,,,,第十四条 自然保护区可以分为核心区、缓冲区和实验区。核心区禁止任何单位和个人进入。因科学研究确需进入的应当依法获得批准不得建设任何生产设施。核心区内原有居民确有必要迁出的由自然保护区所在地的县级以上人民政府予以妥善安置。缓冲区经自然保护区管理机构批准可以进入从事科学研究观测活动不得建设任何生产设施。实验区不得建设污染环境、破坏资源或者景观的生产设施。开展参观、旅游活动的由自然保护区管理机构编制方案方案应当符合自然保护区管理目标不得开设与自然保护区保护方向不一致的参观、旅游项目。自然保护区内部未分区的依照核心区和缓冲区的规定管理。
云南省自然保护区管理条例,,,,,第十五条 自然保护区建立后由林业草原行政主管部门负责组织编制总体规划按自然保护区的级别报同级人民政府批准后实施。
云南省自然保护区管理条例,,,,,第十六条 自然保护区实验区内的建设项目建设前应当进行环境影响评价。
云南省自然保护区管理条例,,,,,第十七条 自然保护区的建设和管理经费来源然保护区的级别列入同级人民政府的财政预算一致的生产经营活动的收益
云南省自然保护区管理条例,,,,,第十八条 禁止在自然保护区内进行砍伐、放牧、狩猎、捕捞、采药、开垦、烧荒、开矿、采石、挖沙等活动但是法律、行政法规另有规定的除外。
云南省自然保护区管理条例,,,,,第十九条 违反本条例第十三条第四款规定的由自然保护区管理机构责令其改正并根据情节轻重处以 100 元以上 3000元以下的罚款。
云南省自然保护区管理条例,,,,,第二十条 违反本条例第十八条规定的除可以依照有关法律、行政法规规定给予处罚的以外由县级以上林业草原行政主管部门或者其授权的自然保护区管理机构没收违法所得责令停止违法行为限期恢复原状或者采取其他补救措施对自然保护区造成破坏的可以处以 300 元以上 10000 元以下的罚款。
云南省自然保护区管理条例,,,,,第二十一条 违反本条例规定在自然保护区核心区、缓冲区内建设任何生产设施实验区内建设污染环境、破坏资源或者景观的生产设施的由县级以上林业草原行政主管部门责令限期拆除并根据情节轻重处以 5000 元以上 50000 元以下罚款。
云南省自然保护区管理条例,,,,,第二十二条 违反本条例规定造成自然保护区重大污染、破坏事故造成财产重大损失或者人身伤亡的承担民事责任构成犯罪的依法追究刑事责任。
云南省自然保护区管理条例,,,,,第二十三条 自然保护区管理机构违反本条例规定有下列行为之一的由林业草原行政主管部门责令改正对直接责任人由其所在单位或者上级机关给予行政处分门监督检查或者在被检查时弄虚作假的合自然保护区管理目标的的
云南省自然保护区管理条例,,,,,第二十四条 林业草原、生态环境行政主管部门和自然保护区管理机构的有关人员滥用职权、玩忽职守、徇私舞弊的由其所在单位或者上级机关给予行政处分构成犯罪的依法追究刑事责任。
云南省自然保护区管理条例,,,,,第二十五条 当事人对行政处罚决定不服的可依法申请复议或提起诉讼。当事人逾期不申请复议不起诉又不履行处罚决定的作出处罚决定的机关依法申请人民法院强制执行。
云南省自然保护区管理条例,,,,,第二十六条 本条例自 1998 年 3 月 1 日起施行。
