文件名,编,分编,章,节,内容
福州市私营企业权益保护条例,,,,,第一条 为维护私营企业的合法权益促进私营企业健康发展根据《中华人民共和国宪法》、《中华人民共和国公司法》、《中华人民共和国合伙企业法》和《中华人民共和国个人独资企业法》及其他有关法律、法规结合本市实际制定本条例。
福州市私营企业权益保护条例,,,,,第二条 本条例所称私营企业是指企业全部资产属于公民个人所有依法登记注册并按法律规定对企业债务承担有限或无限责任的营利性经济组织。私营企业的组织形式包括个人独资企业、合伙企业、有限责任公司、股份有限公司以及法律规定的其他形式。
福州市私营企业权益保护条例,,,,,第三条 各级人民政府应当鼓励和引导私营企业健康发展把私营企业的发展纳入地方经济和社会发展的总体规划为私营企业参与公平竞争创造良好环境。各级人民政府及有关行政管理部门、司法机关应当依照法律、法规的规定在各自的职责范围内维护私营企业的合法权益。
福州市私营企业权益保护条例,,,,,第四条 私营企业应当履行法律、法规规定的义务守法经营、依法纳税不得损害国家、社会公共利益和消费者的合法权益接受政府有关行政管理部门的依法监督和管理。
福州市私营企业权益保护条例,,,,,第五条 私营企业申请登记注册任何部门不得设置法律、法规规定外的前置条件。
福州市私营企业权益保护条例,,,,,第六条 私营企业依法取得的营业执照是从事生产经营活动的合法凭证除工商行政管理机关依照法定程序可以扣缴或者吊销外任何组织和个人无权扣缴或吊销。
福州市私营企业权益保护条例,,,,,第七条 私营企业有权依法申请使用国有土地对依法取得的国有土地使用权任何组织和个人不得侵犯。因建设需要经批准拆除私营企业合法生产经营场所的建设单位应当依法给予安置、补偿。
福州市私营企业权益保护条例,,,,,第八条 私营企业对其合法财产包括有形资产、无形资产享有占有、使用、收益和处分的权利。任何组织和个人不得侵占、哄抢、破坏或者非法查封扣押、冻结、没收私营企业的合法财产。
福州市私营企业权益保护条例,,,,,第九条 任何组织和个人不得非法改变私营企业财产的权属关系。以集体所有制性质注册登记的私营企业向登记机关申请办理企业经济性质变更登记手续有关主管部门和单位不得阻挠。
福州市私营企业权益保护条例,,,,,第十条 私营企业经核准登记注册的企业名称在规定的范围内享有专用权并可以依法转让。私营企业的商标专用权、专利权及其他知识产权受法律保护。政府鼓励和扶持私营企业创造、培育和发展名牌产品私营企业有权参加名牌产品的著名、驰名商标的评选和认定。
福州市私营企业权益保护条例,,,,,第十一条 私营企业依法享受自主决定企业的生产销售方式、利润分配方法、企业机构设置和管理制度等权利。
福州市私营企业权益保护条例,,,,,第十二条 鼓励私营企业技术创新发展高科技参与政府科技计划项目的竞标私营企业可以申请或者接受委托承担政府有关部门的科研项目和新产品开发项目并按规定获得相应的科研经费。私营企业取得的科研成果和开发的新产品可以申请评审鉴定参加成果评奖。私营企业经有权部门认定为高新技术企业的可以按规定享受优惠政策。
福州市私营企业权益保护条例,,,,,第十三条 私营企业可以向银行申请贷款符合条件的银行应当给予办理贷款手续。中小私营企业可以按规定加入市中小企业贷款担保服务中心并享受有关优惠政策。私营企业可以向银行申请使用银行承兑汇票符合条件的银行应当给予办理承兑和贴现业务。私营企业符合规定条件的可以申请发行企业债券和发行股票并上市。
福州市私营企业权益保护条例,,,,,第十四条 符合自营进出口条件的生产性私营企业可以按规定向外经贸主管部门申请自营进出口权经批准可以直接从事自营进出口业务。
福州市私营企业权益保护条例,,,,,第十五条 私营企业可以依法参股、收购、兼并、租赁、承包其他企业参与建设项目的招投标可以与不同地区、行业、所有制的经济组织或个人进行联合经营任何组织和个人不得强迫或阻挠。鼓励私营企业参与能源、交通、水利等基础设施的投资参加公益事业建设和公益活动鼓励投资支柱产业、基础产业、农业开发领域和边远、贫困山区建设并享受有关优惠政策。
福州市私营企业权益保护条例,,,,,第十六条 私营企业可以依法与外国、香港特别行政区、澳门特别行政区、台湾地区的公司、企业及其他经济组织或个人开办合资经营企业、合作经营企业可以依法到境外投资兴办企业。
福州市私营企业权益保护条例,,,,,第十七条 私营企业可以依法聘用和辞退从业人员确定分配方式和工资水平。私营企业应当依法与从业人员签订劳动合同并按规定为从业人员办理社会保险。私营企业应当依法建立工会工会有权代表从业人员与企业平等协商签订集体合同保护从业人员合法权益。
