文件名,编,分编,章,节,内容
曲靖市万峰湖保护条例,,,,,第一条 为了加强万峰湖生态环境保护筑牢珠江上游生态屏障合理开发利用资源推进生态文明建设促进经济社会高质量发展根据《中华人民共和国环境保护法》、《中华人民共和国水污染防治法》、《中华人民共和国渔业法》等法律、法规结合本市实际制定本条例。
曲靖市万峰湖保护条例,,,,,第二条 在本市行政辖区万峰湖保护范围内开展环境保护、资源利用、生产生活等活动适用本条例。从事前款规定活动涉及自然保护区、风景名胜区、饮用水水源保护区等有关法律、法规已有规定的从其规定。
曲靖市万峰湖保护条例,,,,,第三条 万峰湖保护范围包括保护区和控制区。保护区是指万峰湖正常蓄水位珠江基面高程 780 米以下的区域包括湖泊水体和消落区。控制区是指保护区以外至分水岭之间由市人民政府根据自然环境、污染物排放、环境风险等因素划定的区域具体区域由市人民政府划定并向社会公布。
曲靖市万峰湖保护条例,,,,,第四条 万峰湖保护与发展应当遵循生态优先、绿色发展科学规划、系统治理区域协同、共建共享的原则。
曲靖市万峰湖保护条例,,,,,第五条 市人民政府应当协同黔西南州人民政府、百色市人民政府共同组织有关部门和万峰湖保护范围内县级人民政府按照万峰湖生态保护与发展要求编制水资源及其生态、大气、土壤、生物多样性、森林资源、碳排放、资源环境承载能力等生态环境指标体系持续保持生态环境状况指数、总体水质、森林覆盖率稳定向好。市人民政府应当协同黔西南州人民政府、百色市人民政府定期对生态环境各项指标执行情况进行评估除法律、法规另有规定之外评估结果应当向社会公布。
曲靖市万峰湖保护条例,,,,,第六条 市人民政府和万峰湖保护范围内县级人民政府以下简称市、县人民政府应当与万峰湖周边地区同级人民政府协商建立跨行政区域的综合协调、监督检查、协同管理、产业发展、联合执法、应急联动、信息共享等合作机制推动建立万峰湖区域生态保护补偿机制构建万峰湖保护治理工作格局保护万峰湖生态环境。市人民代表大会常务委员会和万峰湖保护范围内县级人民代表大会常务委员会应当与万峰湖周边地区同级人民代表大会常务委员会协商建立监督协作机制协同开展执法检查、视察、调研等活动加强对万峰湖生态环境保护法律法规、政策措施实施情况的监督。市级司法机关和万峰湖保护范围内县级司法机关应当与万峰湖周边地区同级司法机关协商建立司法工作协作机制为万峰湖生态环境保护提供司法保障。
曲靖市万峰湖保护条例,,,,,第七条 市、县人民政府应当将万峰湖保护所需经费列入本级财政年度预算。鼓励和引导社会各界积极参与万峰湖保护与发展。市、县人民政府每年向本级人民代表大会常务委员会报告年度环境状况和环境保护目标完成情况时应当报告万峰湖保护工作情况。
曲靖市万峰湖保护条例,,,,,第八条 市人民政府应当履行以下职责重大事项组织编制、实施万峰湖生态保护与发展规划护补偿制度建立健全万峰湖生态保护补偿协调工作机制推动与黔西南州、百色市开展跨区域生态保护补偿工作
曲靖市万峰湖保护条例,,,,,第九条 万峰湖保护范围内县级人民政府应当履行以下职责业和草原、自然资源、交通运输等部门履行万峰湖保护与管理职责
曲靖市万峰湖保护条例,,,,,第十条 市、县人民政府有关部门在万峰湖保护工作中应当履行以下职责一监督管理工作督管理工作管理工作林草生态保护修复、造林绿化等监督管理工作。发展和改革、工业和信息化、公安、财政、自然资源、住房和城乡建设、交通运输、文化和旅游等部门在各自职责范围内做好万峰湖保护工作。
曲靖市万峰湖保护条例,,,,,第十一条 万峰湖保护范围内乡镇人民政府应当履行以下职责法行为工作营等活动进行监督和管理
曲靖市万峰湖保护条例,,,,,第十二条 万峰湖保护范围内生产经营单位和个人应当遵守万峰湖生态保护与发展规划采取有效措施防范生产经营过程中对生态环境产生的不利影响。鼓励将垃圾收集投放、卫生保洁、环境绿化等事项纳入村规民约宣传、教育和引导村居民积极参与万峰湖保护工作。任何单位和个人有权对损害万峰湖生态环境的行为进行劝阻、举报和控告。
曲靖市万峰湖保护条例,,,,,第十三条 万峰湖保护范围内的建设项目应当符合万峰湖生态保护与发展规划。市、县人民政府及其有关部门应当积极探索绿色低碳发展路径促进与生态环境相适应的绿色农业、生态旅游、休闲垂钓等产业发展优化产业结构、布局促进万峰湖资源有效利用。
曲靖市万峰湖保护条例,,,,,第十四条 万峰湖保护范围内按照珠江流域渔业管理相关规定实行禁渔区、禁渔期制度。万峰湖保护范围内县级人民政府应当核定本行政区域万峰湖生态养殖承载量依据承载能力制定生态水产养殖规划。县级人民政府农业农村主管部门应当指导水产养殖企业和个人科学确定养殖规模、品种、密度和方式推广生态健康养殖和标准化养殖技术防止水产养殖对水环境造成污染。
曲靖市万峰湖保护条例,,,,,第十五条 万峰湖保护范围内的畜禽养殖场、养殖小区、养殖专业户应当按照有关规定做好养殖污染防治和畜禽养殖废弃物的资源化利用或者无害化处理。畜禽散养密集区乡镇人民政府应当组织散养户对畜禽粪便、污水等废弃物进行收集、集中处理或者利用。鼓励散养户采取种植、养殖结合的方式就近就地消纳、利用畜禽粪便、污水等废弃物。
曲靖市万峰湖保护条例,,,,,第十六条 万峰湖保护范围内县级人民政府应当统筹规划、建设农村生活污水和生活垃圾收集、处理设施实现污水达标排放和生活垃圾无害化处理。县、乡人民政府及农业农村等有关部门和机构应当指导农业生产经营者科学种植和养殖科学合理施用农药、化肥等农业投入品科学处置农用薄膜、农作物秸秆等农业废弃物防止农业面源污染。
曲靖市万峰湖保护条例,,,,,第十七条 万峰湖保护范围内县级人民政府应当建立万峰湖漂浮物清理机制组织有关部门清理处置漂浮物、垃圾等废弃物。万峰湖保护范围内生产经营单位和个人应当承担其生产经营范围内清理处置废弃物的责任。
曲靖市万峰湖保护条例,,,,,第十八条 万峰湖保护范围内县级人民政府应当加强万峰湖交通安全管理鼓励船舶使用清洁能源推广使用纯电动船舶和天然气船舶落实船舶油污水、生活垃圾收集措施在沿湖码头、岸上综合服务站点建设船舶油污水和生活垃圾接收设施并进行无害化处理。
曲靖市万峰湖保护条例,,,,,第十九条 万峰湖控制区内禁止下列行为性剧毒废渣向水体排放、倾倒或者直接埋入地下物售非法捕捞的渔获物
曲靖市万峰湖保护条例,,,,,第二十条 万峰湖保护区内除禁止第十九条规定的行为之外还禁止下列行为物或者其他污染物者从事影响河势稳定、危害河岸堤防安全和其他妨碍河道行洪的活动底拖网、拦河网、迷魂阵、水下射鱼枪等禁用渔具或者方法进行捕捞
曲靖市万峰湖保护条例,,,,,第二十一条 违反本条例第二十条第一项规定擅自搭建钓鱼平台、钓鱼棚进行垂钓的由水行政主管部门责令停止违法行为限期拆除违法设施恢复原状逾期不拆除、不恢复原状的可以处 500 元以上 5000 元以下罚款。
曲靖市万峰湖保护条例,,,,,第二十二条 国家机关及其工作人员在万峰湖保护与管理工作中有玩忽职守、滥用职权、徇私舞弊行为的依法给予处分构成犯罪的依法追究刑事责任。
曲靖市万峰湖保护条例,,,,,第二十三条 违反本条例规定的行为法律、法规对法律责任已有规定的从其规定。
曲靖市万峰湖保护条例,,,,,第二十四条 本条例自 2025 年 1 月 1 日起施行。
