文件名,编,分编,章,节,内容
萍乡市萍水河—渌水流域协同保护条例,,,,,第一条 为了加强萍水河渌水流域协同保护提升流域水生态系统质量推进生态文明建设推动湘赣边区域高质量发展根据有关法律法规结合本市实际制定本条例。
萍乡市萍水河—渌水流域协同保护条例,,,,,第二条 在本市行政区域内开展萍水河渌水流域协同保护工作适用本条例。
萍乡市萍水河—渌水流域协同保护条例,,,,,第三条 市、县区人民政府应当加强萍水河渌水流域协同保护建立协同保护机制解决协同保护中的重大问题统筹安排所需经费。市、县区人民政府生态环境、水行政、农业农村、交通运输、自然资源和规划、发展和改革、工业和信息化、公安、财政、住房和城乡建设、应急管理、城市管理、林业等主管部门应当按照各自职责做好萍水河渌水流域协同保护相关工作。乡镇人民政府、街道办事处应当做好本辖区萍水河渌水流域协同保护相关工作。
萍乡市萍水河—渌水流域协同保护条例,,,,,第四条 市人民政府应当会同株洲市人民政府建立联席会议制度协商解决下列事项联席会议每年定期召开。遇有特殊情况应当及时召开。市生态环境主管部门负责联席会议日常工作。
萍乡市萍水河—渌水流域协同保护条例,,,,,第五条 市人民政府及其有关部门制定涉及萍水河流域治理与保护等行政规范性文件应当书面征求株洲市人民政府及其有关部门的意见。县区人民政府及其有关部门制定涉及萍水河流域治理与保护等行政规范性文件根据需要书面征求株洲市同级人民政府及其有关部门的意见。
萍乡市萍水河—渌水流域协同保护条例,,,,,第六条 市人民政府编制涉及萍水河流域治理与保护等规划应当征求株洲市人民政府的意见实现规划目标的协调统一。意见采纳情况应当及时反馈并在规划编制说明中予以体现。县区人民政府编制涉及萍水河流域治理与保护等规划根据需要征求株洲市同级人民政府的意见。
萍乡市萍水河—渌水流域协同保护条例,,,,,第七条 市人民政府应当会同株洲市人民政府建立信息共享机制实现下列信息共享
萍乡市萍水河—渌水流域协同保护条例,,,,,第八条 市、县区人民政府应当会同株洲市同级人民政府推动萍水河渌水水运高质量发展做好下列工作
萍乡市萍水河—渌水流域协同保护条例,,,,,第九条 市、县区人民政府应当会同株洲市同级人民政府建立联合河长制每年对萍水河渌水流域开展联合巡河不少于两次会商解决巡河中发现的问题。
萍乡市萍水河—渌水流域协同保护条例,,,,,第十条 市、县区人民政府有关部门应当会同株洲市同级人民政府有关部门对萍水河渌水流域生态环境违法行为开展联动执法。对易发多发违法行为联合开展专项整治。市、县区人民政府有关部门对株洲市同级人民政府有关部门书面提出的协助执法请求应当及时办理并书面告知办理结果。
萍乡市萍水河—渌水流域协同保护条例,,,,,第十一条 市人民政府应当会同株洲市人民政府制定萍水河渌水流域突发水生态环境事件联合应急预案适时开展联合应急演练。发生突发水生态环境事件时市人民政府应当及时通报株洲市人民政府协同做好应急处置和事后恢复等工作。
萍乡市萍水河—渌水流域协同保护条例,,,,,第十二条 市人民政府应当会同株洲市人民政府探索建立县级人民政府之间的生态保护补偿制度。鼓励县级人民政府建立乡镇人民政府街道办事处之间的生态保护补偿制度。
萍乡市萍水河—渌水流域协同保护条例,,,,,第十三条 公民、法人和非法人组织有权依法获取萍水河渌水流域协同保护相关信息举报萍水河渌水流域生态环境违法行为。市、县区人民政府及其有关部门应当会同株洲市同级人民政府及其有关部门依法公开萍水河渌水流域协同保护相关信息完善公众参与协同保护程序为公民、法人和非法人组织参与和监督萍水河渌水流域协同保护提供便利。
萍乡市萍水河—渌水流域协同保护条例,,,,,第十四条 市人民政府应当会同株洲市人民政府建立问责机制。对履行萍水河渌水流域协同保护职责不力的依法问责。
萍乡市萍水河—渌水流域协同保护条例,,,,,第十五条 市人民代表大会常务委员会会同株洲市人民代表大会常务委员会对萍水河渌水流域保护相关法律法规实施情况每年协同开展监督不少于一次。市、县区人民政府应当每年向本级人民代表大会常务委员会报告萍水河渌水流域协同保护工作。
萍乡市萍水河—渌水流域协同保护条例,,,,,第十六条 本条例自 2024 年 1 月 1 日起施行。
