文件名,编,分编,章,节,内容
广西壮族自治区赃物估价管理条例,,,,,第一条 为及时准确认定赃物的价值有利于行政执法、司法活动的正常进行保护国家、公民和法人的合法权益根据国家有关法律、法规的规定结合本自治区的实际情况制定本条例。
广西壮族自治区赃物估价管理条例,,,,,第二条 本条例所称赃物是各类违法犯罪行为所侵占的公私物品。
广西壮族自治区赃物估价管理条例,,,,,第三条 行政执法机关、司法机关办理案件中价格难以确定或者对价格有争议的赃物以及需要变卖的赃物应当由物价主管部门进行估价。
广西壮族自治区赃物估价管理条例,,,,,第四条 各级物价主管部门的估价人员由上一级物价主管部门审定并发给《估价资格证书》后方可从事估价工作。
广西壮族自治区赃物估价管理条例,,,,,第五条 赃物的估价工作由受理该案件的行政执法机关、司法机关的同级物价主管部门负责。每案金额 40 万元以上的赃物由自治区物价主管部门进行估价。下级物价主管部门不宜受理或者受理有困难的案件可以报请上级物价主管部门进行估价上级物价主管部门也可以把它负责估价的案件交给下级物价主管部门进行估价。
广西壮族自治区赃物估价管理条例,,,,,第六条 行政执法机关、司法机关委托物价主管部门对赃物进行估价时应当出具估价委托书。估价委托书应当载明赃物的品名、规格、数量、来源、违法犯罪获取赃物的时间等有关情况和资料。
广西壮族自治区赃物估价管理条例,,,,,第七条 物价主管部门接受估价委托后对属于刑事案件的赃物估价应当在七日内作出估价结论对其他案件和需要变卖赃物的估价应当在十五日内作出估价结论对鲜活赃物应当及时作出估价结论。
广西壮族自治区赃物估价管理条例,,,,,第八条 委托方对物价主管部门的估价结论有异议的可以在收到估价结论之日起七日内向上一级物价主管部门书面提出复核申请对自治区物价主管部门第一次的估价结论有异议的可以再申请复核一次。在复核中原估价人员应当回避。上一级物价主管部门和自治区物价主管部门应当在收到复核申请之日起十日内作出复核估价结论。复核估价结论为最终结论。上级物价主管部门发现下级物价主管部门出具的估价结论有错误的应当及时纠正并出具裁定书。
广西壮族自治区赃物估价管理条例,,,,,第九条 物价主管部门出具的《估价结论书》和《复核估价结论书》必须由参加估价的两个以上估价工作人员签名并加盖物价主管部门印章。物价主管部门可以聘请有关专业人员参与估价并在估价结论上签名。
广西壮族自治区赃物估价管理条例,,,,,第十条 估价人员对赃物进行估价时有下列情形之一的应当回避
广西壮族自治区赃物估价管理条例,,,,,第十一条 物价主管部门对赃物的估价结论和复核估价结论是行政执法机关、司法机关办理案件的证据。
广西壮族自治区赃物估价管理条例,,,,,第十二条 对赃物估价以作案当时当地的价格计价参考国家指导价计算属于市场调节价的按市场中等价计算成品按流通领域同类商品价格计算半成品比照成品价格折合计算原料按进货成本作参考并结合当时、当地同类物品价格计算。法能转让出售的价格确认。场价格或者购买凭据参照中国人民银行外币卖出价计算。需要折旧的赃物按新旧程度估价。
广西壮族自治区赃物估价管理条例,,,,,第十三条 赃物估价由委托方向具体承办估价的物价主管部门交纳估价费。上缴国库的赃物估价费从该赃物的处理收入中列支。委托方交纳估价费确有困难的可以酌情减免。赃物估价收费实行亮证收费制度。
广西壮族自治区赃物估价管理条例,,,,,第十四条 估价费标准按照赃物的估价金额计收一千元以下的收三十元超过一千元至十万元的其超过部分按 1收费超过十万元至五十万元的其超过部分按 09收费超过五十万元至一百万元的其超过部分按 07收费超过一百万元至五百万元的其超过部分按 05收费超过五百万元的其超过部分按 03收费。
广西壮族自治区赃物估价管理条例,,,,,第十五条 依法公开拍卖的赃物由物价主管部门估定拍卖底价。拍卖单位应当在赃物拍卖完毕五天内将赃物拍卖款移送委托单位上交同级国库。
广西壮族自治区赃物估价管理条例,,,,,第十六条 物价主管部门工作人员应当客观公正地估定赃物价格。对于徇私枉法弄虚作假的视其情节轻重由主管部门给予行政处分构成犯罪的由司法机关依法追究刑事责任。
广西壮族自治区赃物估价管理条例,,,,,第十七条 行政执法机关、司法机关工作人员擅自变卖赃物的按照价格管理法规予以处罚并由其主管部门或者监察部门对直接责任人给予行政处分构成犯罪的由司法机关追究刑事责任。
广西壮族自治区赃物估价管理条例,,,,,第十八条 有关单位和个人在罚没、估价、拍卖赃物中应当做好赃物的保管、交接与监督工作如发生估价物品遗失、被盗的负有责任的单位和个人应当赔偿损失。
广西壮族自治区赃物估价管理条例,,,,,第十九条 行政执法机关、司法机关办理案件中需要变卖的物品或者折价赔偿的物品的估价参照本条例执行。
广西壮族自治区赃物估价管理条例,,,,,第二十条 本条例执行中的具体应用问题由自治区物价主管部门解释。
广西壮族自治区赃物估价管理条例,,,,,第二十一条 本条例自公布之日起施行。
