文件名,编,分编,章,节,内容
乡镇煤矿管理条例,,,第一章 总则,,第一条 为了加强乡镇煤矿的行业管理促进乡镇煤矿的健康发展制定本条例。
乡镇煤矿管理条例,,,第一章 总则,,第二条 本条例所称乡镇煤矿是指在乡镇、村开办的集体煤矿企业、私营煤矿企业以及除国有煤矿企业和外商投资煤矿企业以外的其他煤矿企业。
乡镇煤矿管理条例,,,第一章 总则,,第三条 煤炭资源属于国家所有。地表或者地下的煤炭资源的国家所有权不因其所依附的土地的所有权或者使用权的不同而改变。国家对煤炭资源的开发利用实行统一规划、合理布局的方针。
乡镇煤矿管理条例,,,第一章 总则,,第四条 乡镇煤矿开采煤炭资源必须依照有关法律、法规的规定申请领取采矿许可证和安全生产许可证。
乡镇煤矿管理条例,,,第一章 总则,,第五条 国家扶持、指导和帮助乡镇煤矿的发展。县级以上地方人民政府应当加强对乡镇煤矿的管理依法维护乡镇煤矿的生产秩序保护乡镇煤矿的合法权益对发展乡镇煤矿作出显著成绩的单位和个人给予奖励。
乡镇煤矿管理条例,,,第一章 总则,,第六条 乡镇煤矿开采煤炭资源应当遵循开发与保护并重的原则依法办矿安全生产文明生产。
乡镇煤矿管理条例,,,第一章 总则,,第七条 国务院煤炭工业主管部门和县级以上地方人民政府负责管理煤炭工业的部门是乡镇煤矿的行业管理部门以下统称煤炭工业主管部门。煤炭工业行业管理的任务是统筹规划、组织协调、提供服务、监督检查。
乡镇煤矿管理条例,,,第二章 资源与规划,,第八条 国务院煤炭工业主管部门和省、自治区、直辖市人民政府根据全国矿产资源规划编制行业开发规划和地区开发规划时应当合理划定乡镇煤矿开采的煤炭资源范围。
乡镇煤矿管理条例,,,第二章 资源与规划,,第九条 未经国务院煤炭工业主管部门批准乡镇煤矿不得开采下列煤炭资源下的保安煤柱国家划定的自然保护区、重要风景区下的保安煤柱
乡镇煤矿管理条例,,,第二章 资源与规划,,第十条 乡镇煤矿在国有煤矿企业矿区范围内开采边缘零星资源必须征得该国有煤矿企业同意并经其上级主管部门批准。乡镇煤矿开采前款规定的煤炭资源必须与国有煤矿企业签订合理开发利用煤炭资源和维护矿山安全的协议不得浪费、破坏煤炭资源影响国有煤矿企业的生产安全。
乡镇煤矿管理条例,,,第二章 资源与规划,,第十一条 国家重点建设工程需要占用乡镇煤矿的生产井田时占用单位应当按照国家有关规定给予合理补偿但是对违法开办的乡镇煤矿不予补偿。
乡镇煤矿管理条例,,,第三章 办矿与生产,,第十二条 开办乡镇煤矿必须具备下列条件技术人才
乡镇煤矿管理条例,,,第三章 办矿与生产,,第十三条 申请开办乡镇煤矿由资源所在地的县级人民政府负责管理煤炭工业的部门审查申请人的办矿条件。申请开办乡镇煤矿其矿区范围跨 2 个县级以上行政区域的由其共同的上一级人民政府负责管理煤炭工业的部门审查申请人的办矿条件。经审查符合办矿条件的申请人应当凭煤炭工业主管部门审查同意的文件依照有关法律、法规的规定办理采矿登记手续领取采矿许可证。
乡镇煤矿管理条例,,,第三章 办矿与生产,,第十四条 乡镇煤矿建成投产前应当按照国务院关于安全生产许可证管理的规定申请领取安全生产许可证。未取得安全生产许可证的乡镇煤矿不得进行煤炭生产。
乡镇煤矿管理条例,,,第三章 办矿与生产,,第十五条 乡镇煤矿开采煤炭资源应当采用合理的开采顺序和科学的采矿方法提高资源回采率和综合利用率防止资源的浪费。
