文件名,编,分编,章,节,内容
最高人民法院关于上海金融法院案件管辖的规定,,,,,第一条 上海金融法院管辖上海市辖区内应由中级人民法院受理的下列第一审金融民商事案件证、独立保函、保理、金融借款合同、银行卡、融资租赁合同、委托理财合同、储蓄存款合同、典当、银行结算合同等金融民商事纠纷务、外汇业务、金融产品销售和适当性管理、征信业务、支付业务及经有权机关批准的其他金融业务引发的金融民商事纠纷区、台湾地区法院金融民商事纠纷的判决、裁定案件以及申请承认和执行外国法院金融民商事纠纷的判决、裁定案件。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第二条 下列金融纠纷案件由上海金融法院管辖发行、交易活动或者期货交易活动损害其合法权益为由向上海金融法院提起的诉讼构销售的金融产品或者提供的金融服务损害其合法权益为由向上海金融法院提起的诉讼。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第三条 在上海证券交易所科创板上市公司的证券发行纠纷、证券承销合同纠纷、证券上市保荐合同纠纷、证券上市合同纠纷和证券欺诈责任纠纷等第一审民商事案件由上海金融法院管辖。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第四条 以上海证券交易所为被告或者第三人的与证券交易所监管职能相关的第一审金融民商事和涉金融行政案件由上海金融法院管辖。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第五条 以住所地在上海市并依法设立的金融基础设施机构为被告或者第三人的与其履行职责相关的第一审金融民商事案件由上海金融法院管辖。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第六条 上海市辖区内应由中级人民法院受理的对金融监管机构以及法律、法规、规章授权的组织因履行金融监管职责作出的行政行为不服提起诉讼的第一审涉金融行政案件由上海金融法院管辖。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第七条 当事人对上海市基层人民法院作出的涉及本规定第一条第一至三项的第一审金融民商事案件和涉金融行政案件判决、裁定提起的上诉案件和申请再审案件由上海金融法院审理。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第八条 上海市辖区内应由中级人民法院受理的金融民商事案件、涉金融行政案件的再审案件由上海金融法院审理。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第九条 上海金融法院作出的第一审民商事案件和涉金融行政案件生效裁判以及上海市辖区内应由中级人民法院执行的涉金融民商事纠纷的仲裁裁决由上海金融法院执行。上海金融法院执行过程中发生的执行异议案件、执行异议之诉案件以及上海市基层人民法院涉金融案件执行过程中发生的执行复议案件、执行异议之诉上诉案件由上海金融法院审理。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第十条 当事人对上海金融法院作出的第一审判决、裁定提起的上诉案件由上海市高级人民法院审理。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第十一条 上海市各中级人民法院在上海金融法院成立前已经受理但尚未审结的金融民商事案件和涉金融行政案件由该中级人民法院继续审理。
最高人民法院关于上海金融法院案件管辖的规定,,,,,第十二条 本规定自 2018 年 8 月 10 日起施行。
