文件名,编,分编,章,节,内容
金华两头乌猪产业发展促进条例,,,第一章 总 则,,第一条 为了加强金华两头乌猪种质资源保护和利用促进金华两头乌猪产业高质量发展根据《中华人民共和国畜牧法》、《中华人民共和国食品安全法》等有关法律、法规结合本市实际制定本条例。
金华两头乌猪产业发展促进条例,,,第一章 总 则,,第二条 本市行政区域内金华两头乌猪保护传承、产业发展及其监督管理活动适用本条例。本条例所称的金华两头乌猪以下简称金华两头乌是指列入《国家级畜禽遗传资源保护名录》的金华猪原产于金衢盆地头颈部和臀尾部为黑色其余部分为白色在黑白相交处有黑皮白毛晕带具有性成熟早、繁殖力高、耐粗饲料、皮薄骨细、肉质细嫩等特性的珍稀地方猪种是制作金华火腿的优质原料。
金华两头乌猪产业发展促进条例,,,第一章 总 则,,第三条 金华两头乌产业发展坚持经济效益、社会效益和生态效益相统一遵循市场主导、政府引导、保护利用、品牌引领、产业融合、生态发展的原则。
金华两头乌猪产业发展促进条例,,,第一章 总 则,,第四条 市、县市、区人民政府应当加强金华两头乌产业发展工作的领导建立统筹协调机制研究解决产业融合发展中的重大问题制定全产业链发展扶持政策。
金华两头乌猪产业发展促进条例,,,第一章 总 则,,第五条 农业农村主管部门负责金华两头乌产业发展的组织协调、技术指导和监督管理。市场监督管理部门负责金华两头乌产品食品安全和市场秩序管理。发展改革、经济和信息化、科技、财政、人力资源和社会保障、自然资源和规划、生态环境、交通运输、商务、文化和旅游、卫生健康、供销、邮政管理等相关部门、单位按照职责分工做好金华两头乌产业发展促进相关工作。
金华两头乌猪产业发展促进条例,,,第一章 总 则,,第六条 市、县市、区生猪行业协会应当加强行业自律开展金华两头乌肉质评价、市场研究分析、品牌推广、职业培训与技能竞赛等活动促进行业交流推动行业发展。
金华两头乌猪产业发展促进条例,,,第一章 总 则,,第七条 市、县市、区人民政府应当利用传统节日、重要节会、重点场所等宣传和推广金华两头乌。支持主流媒体和新媒体开展金华两头乌历史文化等公益宣传提升金华两头乌的美誉度、知名度。
金华两头乌猪产业发展促进条例,,,第二章 保护传承,,第八条 市人民政府应当建立金华两头乌活体保种和遗传材料保存相结合的保种制度明确保种类别、保种责任、保护期限、经费保障等内容。市农业农村主管部门应当建立金华两头乌种质资源库定期采集和更新遗传材料保障种质资源安全。
金华两头乌猪产业发展促进条例,,,第二章 保护传承,,第九条 享受财政资金支持的金华两头乌保种单位应当制定并实施保种计划确保保种群体的数量和质量。未经农业农村主管部门同意不得擅自以转让、遗弃、销毁等方式处理受保护的金华两头乌遗传资源。
金华两头乌猪产业发展促进条例,,,第二章 保护传承,,第十条 市农业农村主管部门应当建立金华两头乌良种繁育和推广体系支持科研机构、高等院校和种业企业采用基因测序、编辑等生物育种技术选育金华两头乌新品种、新品系。
金华两头乌猪产业发展促进条例,,,第二章 保护传承,,第十一条 地理标志产品金华火腿应当以金华两头乌及其二元猪、三元猪的后腿为原料并符合国家标准规定的传统工艺及质量要求。
