文件名,编,分编,章,节,内容
萍乡市山口岩水库饮用水水源保护条例,,,,,第一条 为了加强山口岩水库饮用水水源保护防治水源污染保障饮用水安全和公众的身体健康根据《中华人民共和国环境保护法》《中华人民共和国水污染防治法》《中华人民共和国水法》等法律、法规结合本市实际制定本条例。
萍乡市山口岩水库饮用水水源保护条例,,,,,第二条 山口岩水库饮用水水源以下简称饮用水水源的保护及其相关管理活动适用本条例。
萍乡市山口岩水库饮用水水源保护条例,,,,,第三条 饮用水水源保护范围包括经省人民政府批准的一级保护区、二级保护区和准保护区。饮用水水源一级保护区、二级保护区和准保护区范围的划定和调整由市人民政府提出方案报省人民政府批准后及时向社会公布。
萍乡市山口岩水库饮用水水源保护条例,,,,,第四条 市人民政府应当加强饮用水水源保护将饮用水水源保护工作纳入国民经济和社会发展规划建立联席会议制度统筹安排所需经费。芦溪县人民政府、萍乡武功山风景名胜区管委会按照属地管理的原则负责饮用水水源的保护和管理工作。饮用水水源保护范围内的乡镇人民政府负责本行政区域内饮用水水源保护工作。饮用水水源保护范围内的村居民委员会协助做好饮用水水源保护工作。
萍乡市山口岩水库饮用水水源保护条例,,,,,第五条 市人民政府、芦溪县人民政府有关主管部门履行下列主要职责生态环境主管部门对饮用水水源污染防治实施统一监督管理负责饮用水水源保护范围内环境质量和水质状况的监测以及公示牵头制定生态环境准入清单会同有关部门编制饮用水水源生态环境保护规划等工作。水行政主管部门负责对饮用水水源保护范围内水资源、河道采砂、水域岸线、水土流失、涉水工程设施建设实施监督管理。农业农村主管部门负责对饮用水水源保护范围内农药化肥使用、畜禽粪污资源化利用、畜禽养殖、水产养殖、清洁生产开展技术指导和监督管理。公安、城市管理、市场监管、林业、应急管理、卫生健康、自然资源和规划、住房和城乡建设、文化广电旅游、发展改革、财政、交通运输等部门按照各自职责做好饮用水水源保护相关工作。
萍乡市山口岩水库饮用水水源保护条例,,,,,第六条 山口岩水库管理机构负责饮用水水源保护的日常管理工作履行下列主要职责
萍乡市山口岩水库饮用水水源保护条例,,,,,第七条 市人民政府应当制定饮用水水源保护生态补偿具体办法设立饮用水水源保护生态补偿专项资金用于水源地的水源保护、产业发展和民生保障。
萍乡市山口岩水库饮用水水源保护条例,,,,,第八条 芦溪县人民政府、萍乡武功山风景名胜区管委会应当建立饮用水水源保护联动执法机制组织生态环境、公安、水行政、农业农村、林业、自然资源和规划、卫生健康、市场监管、城市管理和交通运输等部门以及属地乡镇人民政府开展联合巡查和执法。
萍乡市山口岩水库饮用水水源保护条例,,,,,第九条 各级人民政府及有关部门应当加强饮用水水源保护的宣传教育提高公众参与饮用水水源的保护意识。报刊、广播、电视、网络等新闻媒体应当加强饮用水水源保护的公益宣传对破坏饮用水水源的违法行为进行舆论监督。
萍乡市山口岩水库饮用水水源保护条例,,,,,第十条 任何单位和个人都有保护饮用水水源的义务有权对污染饮用水水源和破坏饮用水水源设施的行为进行劝阻、举报和投诉。有关部门对举报、投诉的事项应当及时处理和反馈。对在饮用水水源保护中做出显著成绩的单位和个人应当按照国家和省有关规定给予表彰、奖励。
萍乡市山口岩水库饮用水水源保护条例,,,,,第十一条 市人民政府应当在饮用水水源一级保护区、二级保护区和准保护区的边界设立明确的地理界标和明显的警示标志并在一级保护区陆域边界设置隔离防护设施。任何单位和个人不得损毁、擅自移动地理界标、警示标志、隔离防护和视频监控设施。
