文件名,编,分编,章,节,内容
海南自由贸易港“三无”船舶综合治理规定,,,,,第一条 为了有效治理三无船舶维护水域安全和管理秩序防范利用三无船舶实施走私、偷渡、非法捕捞等违法活动的风险根据《中华人民共和国海南自由贸易港法》等有关法律法规结合海南自由贸易港实际制定本规定。
海南自由贸易港“三无”船舶综合治理规定,,,,,第二条 本规定所称三无船舶是指具有无船名船号、无船舶证书、无船籍港等情形在水上航行、停泊、作业的各类机动、非机动船舶以及其他按照船舶管理的水上移动或漂浮设施、装置。前款所称的船舶证书是指船舶检验证书和船舶登记证书以及从事相关活动的船舶依法应当持有的其他证书证件。
海南自由贸易港“三无”船舶综合治理规定,,,,,第三条 省人民政府应当依托社会管理信息化平台建立全省船舶信息综合管理平台及数据库并实时更新实现资源整合、信息共享。市、县、自治县人民政府应当组织农业农村、海事、海警、公安、交通运输、旅游和文化等有关部门和单位对本行政区域内的三无船舶进行统计统一建立船舶档案并将船舶信息录入全省船舶信息综合管理数据库。
海南自由贸易港“三无”船舶综合治理规定,,,,,第四条 县级以上人民政府应当加强对本行政区域内三无船舶综合治理工作的领导建立与海事、海警、海关等单位的协作沟通机制做好三无船舶综合治理经费、看管场所和人员等相关保障工作协调有关部门将三无船舶综合治理工作纳入平安建设考核。乡镇人民政府、街道办事处应当支持和配合有关部门开展好三无船舶综合治理的相关工作。
海南自由贸易港“三无”船舶综合治理规定,,,,,第五条 县级以上人民政府渔业渔政主管部门负责机动渔船底拖网禁渔区线内侧海域内三无船舶涉渔活动的监督管理工作。海事管理机构负责对辖区内影响水上交通安全的三无船舶依法实施监督检查。海警机构负责对机动渔船底拖网禁渔区线外侧海域和特定渔业资源渔场内三无船舶涉渔活动的监督检查。海警机构、公安机关负责本行政区域内三无船舶的治安管理工作。县级以上人民政府交通运输主管部门负责本行政区域内县级以上人民政府旅游和文化主管部门负责本行政区域内从事水上旅游项目经营活动三无船舶的监督管理工作。县级以上人民政府工业和信息化部门负责本行政区域内船舶修造行业的管理工作。县级以上人民政府市场监督管理部门负责本行政区域内无营业执照经营船舶修造厂点的查处工作。海关、应急管理等有关部门和单位按照各自职责共同做好
海南自由贸易港“三无”船舶综合治理规定,,,,,第六条 农业农村、海事、海警、公安、交通运输、海关等有关部门和单位应当按照职责对三无船舶进行认定具有以下情形之一的认定为三无船舶效期届满未依法延续的踪、沉没、拆解、销毁或者自行终止生产的船籍港的记载严重不符的情况复杂、认定困难确需联合认定的由需要认定的部门和单位提出申请市、县、自治县人民政府组织实施。三无船舶的联合认定标准和程序按照国家和本省相关规定执行。
海南自由贸易港“三无”船舶综合治理规定,,,,,第七条 任何单位和个人不得有下列行为急救援情况除外渔获物和其他物品
海南自由贸易港“三无”船舶综合治理规定,,,,,第八条 三无船舶有下列情形之一的由有关执法机关按照下列职责予以没收并依照相关法律法规处罚事涉渔活动的由县级以上人民政府渔政监督管理机构查处出境管理活动或者在机动渔船底拖网禁渔区线外侧海域和特定渔业资源渔场从事涉渔等活动的由海警机构查处全相关法律法规的由海事管理机构查处治县人民政府综合行政执法部门查处。有关执法机关为制止违法行为、防止证据损毁、避免危害发生、控制危险扩大等可以对违反本规定的三无船舶采取扣押、强制拖离等措施。
海南自由贸易港“三无”船舶综合治理规定,,,,,第九条 船舶所有人或者实际使用人未依法取得制造、更新改造手续自行或者委托他人制造、更新改造船舶的由县级以上人民政府渔政监督管理机构、海事等有关部门和单位按照职责没收制造、更新改造的船舶并可以处二万元以上十万元以下罚款。
海南自由贸易港“三无”船舶综合治理规定,,,,,第十条 船舶修造厂点有下列行为之一的由市、县、自治县人民政府指定的部门责令停止违法行为没收违法所得并处十万元以上二十万元以下罚款的设计图纸、技术文件制造、更新改造船舶的船舶修造厂点未取得营业执照从事经营活动的由县级以上人民政府市场监督管理部门依照《中华人民共和国市场主体登记管理条例》的有关规定予以处罚。
海南自由贸易港“三无”船舶综合治理规定,,,,,第十一条 单位或者个人知道或者应当知道船舶属于三无船舶违法向其供油、供水、供冰、供电或者代冻、转载、收购、加工、销售其捕捞的渔获物和其他物品的由县级以上人民政府渔政监督管理机构等部门没收违法所得、渔获物和其他物品并处十万元以下罚款。
海南自由贸易港“三无”船舶综合治理规定,,,,,第十二条 村居民家庭自用且符合相关条件的船舶可以申请备案实行过渡期管理。具体办法由省人民政府制定。
海南自由贸易港“三无”船舶综合治理规定,,,,,第十三条 县级以上人民政府应当统筹推进现有三无船舶综合治理中的就业促进工作。在研究制定减船转产政策方案时因地制宜发展海水养殖、海水产品加工和休闲渔业等产业鼓励、引导、支持相关从业人员就业创业将符合享受社会救助条件的减船转产人员纳入当地社会救助保障范围。鼓励企业吸纳相关从业人员对吸纳相关从业人员超过一定比例的企业市、县、自治县人民政府应当出台相关政策和措施予以支持。县级以上人民政府农业农村、人力资源和社会保障等部门应当指导职业技能培训机构对相关从业人员开展职业技能培训和就业指导援助服务鼓励和引导相关从业人员转产转岗、就业创业。
海南自由贸易港“三无”船舶综合治理规定,,,,,第十四条 下列船舶、载具适用有关法律法规和国家、本省有关规定不适用本规定冲浪板、水上飞机、拖伞等用于水上体育运动和旅游经营活动的各类载具
海南自由贸易港“三无”船舶综合治理规定,,,,,第十五条 违反本规定的行为根据国家和本省规定已实施综合行政执法管理的从其规定。违反本规定的行为本规定未设定处罚而相关法律法规另有处罚规定的从其规定。
海南自由贸易港“三无”船舶综合治理规定,,,,,第十六条 本规定自 2023 年 12 月 1 日起施行。
