文件名,编,分编,章,节,内容
昆明市石林风景名胜区保护条例,,,第一章 总则,,第一条 为了有效保护和合理利用石林风景名胜区的自然资源、人文资源根据国务院《风景名胜区条例》和有关法律、法规结合实际制定本条例。
昆明市石林风景名胜区保护条例,,,第一章 总则,,第二条 在石林风景名胜区内进行活动或者与石林风景名胜区保护相关的单位和个人应当遵守本条例。
昆明市石林风景名胜区保护条例,,,第一章 总则,,第三条 石林风景名胜区的保护应当符合世界自然遗产地和世界地质公园的要求遵循科学规划、统一管理、严格保护、永续利用的原则。
昆明市石林风景名胜区保护条例,,,第一章 总则,,第四条 石林彝族自治县人民政府设立石林风景名胜区管理机构负责石林风景名胜区的保护、利用和统一管理工作其主要职责是传共服务设施石林彝族自治县建设、国土资源、林业、水务、环保、农业、卫生、食品药品监管、公安、交通、工商、安监、民族宗教等有关部门及石林风景名胜区保护范围内的镇人民政府应当按照各自职责协同做好石林风景名胜区的保护、管理工作。
昆明市石林风景名胜区保护条例,,,第一章 总则,,第五条 任何单位和个人都有保护石林风景名胜区资源和环境的义务并有权对损害石林风景名胜区资源和环境的行为进行制止、检举。昆明市人民政府和石林彝族自治县人民政府对保护石林风景名胜区成绩突出的单位和个人应当给予表彰奖励。
昆明市石林风景名胜区保护条例,,,第二章 规划,,第六条 石林风景名胜区规划分为总体规划和详细规划。石林风景名胜区的规划应当按照国务院《风景名胜区条例》及相关法律、法规的规定编制审批。
昆明市石林风景名胜区保护条例,,,第二章 规划,,第七条 石林风景名胜区保护范围内的镇规划和村庄规划应当符合石林风景名胜区规划。规划审批时应当征得石林风景名胜区管理机构的同意。
昆明市石林风景名胜区保护条例,,,第二章 规划,,第八条 经批准的石林风景名胜区规划、石林风景名胜区保护范围内的镇规划和村庄规划应当向社会公布。
昆明市石林风景名胜区保护条例,,,第二章 规划,,第九条 石林风景名胜区规划是石林风景名胜区保护、利用和管理的依据任何单位和个人不得违反或者擅自改变。
昆明市石林风景名胜区保护条例,,,第二章 规划,,第十条 石林风景名胜区内的建筑物、构筑物和其他设施应当符合石林风景名胜区规划不符合石林风景名胜区规划的应当依法拆除。
昆明市石林风景名胜区保护条例,,,第二章 规划,,第十一条 为实施石林风景名胜区规划可以依法征收石林风景名胜区保护范围内集体所有的土地和单位、个人所有的房屋及其他不动产并按照国家有关规定给予补偿。
昆明市石林风景名胜区保护条例,,,第三章 保护,,第十二条 石林风景名胜区保护范围是国务院批准的《石林风景名胜区总体规划》确定的面积为 350 平方公里的区域划分为特级、一级、二级、三级保护区。特级保护区是全面体现石林喀斯特地质、地貌、遗迹和天然名胜的区域包括望城山、石箱子、雷打石、仙女湖、李子园箐区域文笔山、蓑衣山区域乃古石林与棺材山之间的区域。一级保护区是主要体现石林喀斯特地质、地貌、遗迹和天然名胜的区域包括大石林、小石林、乃古石林、大叠水、长湖等区域。二级保护区是除特级、一级保护区以外的石林残丘、石芽原野、溶丘洼地的区域。三级保护区是除特级、一级、二级保护区以外的环境保护协调区域。
昆明市石林风景名胜区保护条例,,,第三章 保护,,第十三条 各级保护区和禁止相关活动区域的具体界线由石林风景名胜区管理机构依据《石林风景名胜区总体规划》划定并设立界桩碑。
昆明市石林风景名胜区保护条例,,,第三章 保护,,第十四条 石林风景名胜区内禁止下列行为植被和地形地貌的活动性物品的设施
昆明市石林风景名胜区保护条例,,,第三章 保护,,第十五条 二级保护区内除遵守本条例第十四条规定外还禁止下列行为
昆明市石林风景名胜区保护条例,,,第三章 保护,,第十六条 一级保护区内除遵守本条例第十五条规定外还禁止下列行为景名胜资源无关的建筑物、构筑物和其他设施
昆明市石林风景名胜区保护条例,,,第三章 保护,,第十七条 特级保护区内除批准的科学考察外禁止一切人工建设及其他影响景观和生态环境的活动。
昆明市石林风景名胜区保护条例,,,第三章 保护,,第十八条 禁止销售、购买、运输石林风景名胜区内的石峰、石芽、石笋、石钟乳、石柱等石景。
昆明市石林风景名胜区保护条例,,,第三章 保护,,第十九条 在石林风景名胜区内进行影视剧拍摄、科学考察应当经石林风景名胜区管理机构批准并遵守有关规定。
