文件名,编,分编,章,节,内容
兰州市保护城市重点公共绿地的规定,,,,,第一条 为了加强城市重点公共绿地的保护和管理美化城市环境增进人民身心健康根据国务院《城市绿化条例》及有关法律、法规结合本市实际制定本规定。
兰州市保护城市重点公共绿地的规定,,,,,第二条 本规定适用于本市市区形成一定规模或占据重要位置需要重点保护的城市公共绿地含相关设施。具体包括园。前款第三、四项需要明确具体地点的和以后增加列入本规定保护的城市重点公共绿地由市人民政府确定并向社会公布。
兰州市保护城市重点公共绿地的规定,,,,,第三条 市、区人民政府必须加强对城市重点公共绿地规划、建设和管理工作的领导把保护城市重点公共绿地作为建设文明城市的重要内容制定目标定期考核认真做好宣传教育和组织协调等工作。
兰州市保护城市重点公共绿地的规定,,,,,第四条 市、区城市园林绿化行政主管部门应当依其管辖权限和职责分工对城市重点公共绿地逐块划定保护范围建立档案设置标志依法监督管理保证各自管辖范围内的绿地面积不减少、树木花草生长良好和有关功能设施正常发挥作用。市、区规划、建设行政主管部门在各自职责范围内负责绿化用地规划和有关建构筑物的审批配合做好城市重点公共绿地的保护和监督管理工作。
兰州市保护城市重点公共绿地的规定,,,,,第五条 严禁任何单位和个人占用、出租、转让城市重点公共绿地改变其用途或者破坏其地形、地貌、水体、植被等不得在其保护范围内新建与园林景观无关的建构筑物和设施。发生上述情形由城市园林绿化行政主管部门会同城市规划行政主管部门依照有关规定查处。市政、公用设施建设需要穿越或者临时占用城市重点公共绿地的须向市城市园林绿化行政主管部门提出申请经批准并落实恢复绿地和相应的补救措施后方可进行。
兰州市保护城市重点公共绿地的规定,,,,,第六条 城市重点公共绿地的规划设计和更新改造必须体现布局合理、造型精美、各具特色、与周围环境相协调的原则。规划设计和更新改造方案按其重要程度和不同规模分别由市城市园林绿化行政主管部门或市人民政府审定特别重要或规模很大的由市人民政府提请市人大常委会审议决定。
兰州市保护城市重点公共绿地的规定,,,,,第七条 城市重点公共绿地必须按审定的规划进行建设。在其保护范围内因历史原因和其他特殊情况已经市人民政府批准保留的单位应当服从规划和管理不得以任何方式扩大非绿化用地或者修建封闭式围墙。城市重点公共绿地周围新建建构筑物应当与绿地保持合理距离保证树木花草生长不受影响。
兰州市保护城市重点公共绿地的规定,,,,,第八条 城市重点公共绿地的日常种植、管护工作由负责管理的部门向行业和社会招标确定责任管理单位并以责任书或合同方式规定相应的权利和义务。
兰州市保护城市重点公共绿地的规定,,,,,第九条 本规定对单位、个人禁止的行为及其他限制性要求均依照《兰州市城市园林绿化管理办法》的规定从严管理维护城市重点公共绿地的优美环境。在城市重点公共绿地保护范围内违反本规定应当给予罚款的由市、区城市园林绿化行政主管部门依照《兰州市城市园林绿化管理办法》规定数额及幅度的 1 至3 倍处以罚款。
兰州市保护城市重点公共绿地的规定,,,,,第十条 永登、榆中、皋兰县和红古区城镇重点公共绿地的保护和管理可参照本规定执行。
兰州市保护城市重点公共绿地的规定,,,,,第十一条 本规定自公布之日起施行。
