文件名,编,分编,章,节,内容
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第一条 经营者扰乱市场竞争秩序损害其他经营者或者消费者合法权益且属于违反反不正当竞争法第二章及专利法、商标法、著作权法等规定之外情形的人民法院可以适用反不正当竞争法第二条予以认定。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二条 与经营者在生产经营活动中存在可能的争夺交易机会、损害竞争优势等关系的市场主体人民法院可以认定为反不正当竞争法第二条规定的其他经营者。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第三条 特定商业领域普遍遵循和认可的行为规范人民法院可以认定为反不正当竞争法第二条规定的商业道德。人民法院应当结合案件具体情况综合考虑行业规则或者商业惯例、经营者的主观状态、交易相对人的选择意愿、对消费者权益、市场竞争秩序、社会公共利益的影响等因素依法判断经营者是否违反商业道德。人民法院认定经营者是否违反商业道德时可以参考行业主管部门、行业协会或者自律组织制定的从业规范、技术规范、自律公约等。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第四条 具有一定的市场知名度并具有区别商品来源的显著特征的标识人民法院可以认定为反不正当竞争法第六条规定的有一定影响的标识。人民法院认定反不正当竞争法第六条规定的标识是否具有一定的市场知名度应当综合考虑中国境内相关公众的知悉程度商品销售的时间、区域、数额和对象宣传的持续时间、程度和地域范围标识受保护的情况等因素。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第五条 反不正当竞争法第六条规定的标识有下列情形之一的人民法院应当认定其不具有区别商品来源的显著特征量、数量及其他特点的标识需有的商品形状以及使商品具有实质性价值的形状前款第一项、第二项、第四项规定的标识经过使用取得显著特征并具有一定的市场知名度当事人请求依据反不正当竞争法第六条规定予以保护的人民法院应予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第六条 因客观描述、说明商品而正当使用下列标识当事人主张属于反不正当竞争法第六条规定的情形的人民法院不予支持数量以及其他特点
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第七条 反不正当竞争法第六条规定的标识或者其显著识别部分属于商标法第十条第一款规定的不得作为商标使用的标志当事人请求依据反不正当竞争法第六条规定予以保护的人民法院不予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第八条 由经营者营业场所的装饰、营业用具的式样、营业人员的服饰等构成的具有独特风格的整体营业形象人民法院可以认定为反不正当竞争法第六条第一项规定的装潢。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第九条 市场主体登记管理部门依法登记的企业名称以及在中国境内进行商业使用的境外企业名称人民法院可以认定为反不正当竞争法第六条第二项规定的企业名称。有一定影响的个体工商户、农民专业合作社联合社以及法律、行政法规规定的其他市场主体的名称包括简称、字号等人民法院可以依照反不正当竞争法第六条第二项予以认定。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十条 在中国境内将有一定影响的标识用于商品、商品包装或者容器以及商品交易文书上或者广告宣传、展览以及其他商业活动中用于识别商品来源的行为人民法院可以认定为反不正当竞争法第六条规定的使用。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十一条 经营者擅自使用与他人有一定影响的企业名称括笔名、艺名、译名等、域名主体部分、网站名称、网页等近似的标识引人误认为是他人商品或者与他人存在特定联系当事人主张属于反不正当竞争法第六条第二项、第三项规定的情形的人民法院应予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十二条 人民法院认定与反不正当竞争法第六条规定的似的判断原则和方法。反不正当竞争法第六条规定的引人误认为是他人商品或者与他人存在特定联系包括误认为与他人具有商业联合、许可使用、商业冠名、广告代言等特定联系。在相同商品上使用相同或者视觉上基本无差别的商品名称、包装、装潢等标识应当视为足以造成与他人有一定影响的标识相混淆。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十三条 经营者实施下列混淆行为之一足以引人误认为是他人商品或者与他人存在特定联系的人民法院可以依照反不正当竞争法第六条第四项予以认定三项规定以外有一定影响的标识的字号使用误导公众。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十四条 经营者销售带有违反反不正当竞争法第六条规定的标识的商品引人误认为是他人商品或者与他人存在特定联系当事人主张构成反不正当竞争法第六条规定的情形的人民法院应予支持。销售不知道是前款规定的侵权商品能证明该商品是自己合法取得并说明提供者经营者主张不承担赔偿责任的人民法院应予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十五条 故意为他人实施混淆行为提供仓储、运输、邮寄、印制、隐匿、经营场所等便利条件当事人请求依据民法典第一千一百六十九条第一款予以认定的人民法院应予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十六条 经营者在商业宣传过程中提供不真实的商品相关信息欺骗、误导相关公众的人民法院应当认定为反不正当竞争法第八条第一款规定的虚假的商业宣传。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十七条 经营者具有下列行为之一欺骗、误导相关公众的人民法院可以认定为反不正当竞争法第八条第一款规定的商品宣传人民法院应当根据日常生活经验、相关公众一般注意力、发生误解的事实和被宣传对象的实际情况等因素对引人误解的商业宣传行为进行认定。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十八条 当事人主张经营者违反反不正当竞争法第八条第一款的规定并请求赔偿损失的应当举证证明其因虚假或者引人误解的商业宣传行为受到损失。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第十九条 当事人主张经营者实施了反不正当竞争法第十一条规定的商业诋毁行为的应当举证证明其为该商业诋毁行为的特定损害对象。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十条 经营者传播他人编造的虚假信息或者误导性信息损害竞争对手的商业信誉、商品声誉的人民法院应当依照反不正当竞争法第十一条予以认定。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十一条 未经其他经营者和用户同意而直接发生的目标跳转人民法院应当认定为反不正当竞争法第十二条第二款第一项规定的强制进行目标跳转。仅插入链接目标跳转由用户触发的人民法院应当综合考虑插入链接的具体方式、是否具有合理理由以及对用户利益和其他经营者利益的影响等因素认定该行为是否违反反不正当竞争法第十二条第二款第一项的规定。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十二条 经营者事前未明确提示并经用户同意以误导、欺骗、强迫用户修改、关闭、卸载等方式恶意干扰或者破坏其他经营者合法提供的网络产品或者服务人民法院应当依照反不正当竞争法第十二条第二款第二项予以认定。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十三条 对于反不正当竞争法第二条、第八条、第十一条、第十二条规定的不正当竞争行为权利人因被侵权所受到的实际损失、侵权人因侵权所获得的利益难以确定当事人主张依据反不正当竞争法第十七条第四款确定赔偿数额的人民法院应予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十四条 对于同一侵权人针对同一主体在同一时间和地域范围实施的侵权行为人民法院已经认定侵害著作权、专利权或者注册商标专用权等并判令承担民事责任当事人又以该行为构成不正当竞争为由请求同一侵权人承担民事责任的人民法院不予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十五条 依据反不正当竞争法第六条的规定当事人主张判令被告停止使用或者变更其企业名称的诉讼请求依法应予支持的人民法院应当判令停止使用该企业名称。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十六条 因不正当竞争行为提起的民事诉讼由侵权行为地或者被告住所地人民法院管辖。当事人主张仅以网络购买者可以任意选择的收货地作为侵权行为地的人民法院不予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十七条 被诉不正当竞争行为发生在中华人民共和国领域外但侵权结果发生在中华人民共和国领域内当事人主张由该侵权结果发生地人民法院管辖的人民法院应予支持。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十八条 反不正当竞争法修改决定施行以后人民法院受理的不正当竞争民事案件涉及该决定施行前发生的行为的适用修改前的反不正当竞争法涉及该决定施行前发生、持续到该决定施行以后的行为的适用修改后的反不正当竞争法。
最高人民法院关于适用《中华人民共和国反不正当竞争法》若干问题的解释,,,,,第二十九条 本解释自 2022 年 3 月 20 日起施行。《最高人民法院关于审理不正当竞争民事案件应用法律若干问题的解释》本解释施行以后尚未终审的案件适用本解释施行以前已经终审的案件不适用本解释再审。
