文件名,编,分编,章,节,内容
宁波市象山港海洋环境和渔业资源保护条例,,,第一章 总则,,第一条 为保护和合理利用象山港海洋和渔业资源促进港域经济和社会的可持续发展根据《中华人民共和国海洋环境保护法》、《中华人民共和国渔业法》、《浙江省海洋环境保护条例》等有关法律、法规结合象山港实际制定本条例。
宁波市象山港海洋环境和渔业资源保护条例,,,第一章 总则,,第二条 在象山港内从事航行、勘探、开发、生产、旅游、渔业、科学研究及其他活动或者在沿象山港陆域内从事影响海洋环境活动的任何单位和个人应当遵守本条例。
宁波市象山港海洋环境和渔业资源保护条例,,,第一章 总则,,第三条 象山港保护遵循统筹规划、海陆兼顾、经济持续发展与生态环境保护相统一的原则。1
宁波市象山港海洋环境和渔业资源保护条例,,,第一章 总则,,第四条 市和沿象山港县市、区环境保护行政主管部门负责对象山港的海洋环境保护工作实施指导和监督协调部门之间的重大环境污染防治工作并负责防治象山港陆源污染物和海岸工程建设项目对海洋污染损害的环境保护工作。市和沿象山港县市、区海洋行政主管部门负责象山港海洋环境的监督管理组织海洋环境的调查、监测、监视、评价和科学研究负责防治海洋工程建设项目和海洋倾倒废弃物以及其他有关海洋开发利用活动对海洋污染损害的环境保护工作组织海洋生态保护和修复。市和沿象山港县市、区渔业行政主管部门负责渔港水域内非军事船舶和渔港水域外渔业船舶污染海洋环境的监督管理调查处理有关渔业污染事故负责象山港的渔业资源和渔业水域生态环境保护工作。海事管理机构负责港区水域内非军事船舶和港区水域外非渔业、非军事船舶污染海洋环境的监督管理和污染事故的调查处理。发展计划、财政、国土资源、水利、交通、港口、旅游、规划、农业、林业等行政主管部门按照职责分工共同做好象山港海洋环境和渔业资源保护工作。
宁波市象山港海洋环境和渔业资源保护条例,,,第二章 规划与管理,,第五条 市发展计划部门应当会同市环境保护、海洋、渔业、规划、港口等行政主管部门和沿象山港县市、区人民政府及军事机关根据海洋功能区划、近岸海域环境功能区划制定象山港保护规划报市人民政府批准并报省人民政府和市人大常委会备案。象山港保护规划应当包括象山港环境与资源特征、功能定位、海水水质保护目标、沿岸产业布局与发展规模、岸线使用方案以及已遭到损坏的环境与资源的整治修复方案等内容。
宁波市象山港海洋环境和渔业资源保护条例,,,第二章 规划与管理,,第六条 市海洋行政主管部门应当会同市环境保护等有关行政主管部门根据象山港保护规划制定象山港海洋环境和渔业资源保护实施计划报市人民政府批准并报省环境保护、海洋行政主管部门备案。
宁波市象山港海洋环境和渔业资源保护条例,,,第二章 规划与管理,,第七条 市人民政府应当建立象山港环境保护协调机制协调象山港区域内环境污染防治和生态保护工作。市人民政府可以组织有关部门实行象山港海上联合执法。
宁波市象山港海洋环境和渔业资源保护条例,,,第二章 规划与管理,,第八条 市和沿象山港县市、区人民政府应当将象山港环境保护和生态建设所需经费纳入同级财政预算。
宁波市象山港海洋环境和渔业资源保护条例,,,第二章 规划与管理,,第九条 市海洋行政主管部门应当根据国家海洋环境监视、监测标准和规范定期评价象山港海洋环境质量发布象山港海洋环境质量公报和巡航监视通报并抄送市环境保护行政主管部门。3市海洋行政主管部门应当建立象山港赤潮监视、监测和预警体系制定赤潮减灾应急预案。象山港环境污染可能威胁人体健康和海洋生物安全的市和沿象山港县市、区人民政府应当及时将有关情况向可能受到污染损害的单位和公众通报或公告。
宁波市象山港海洋环境和渔业资源保护条例,,,第二章 规划与管理,,第十条 市人民政府应当组织环境保护、海洋、港口、海事等行政主管部门根据国家、省重大海上污染事故应急计划和象山港实际制定象山港重大污染事故应急预案。海事管理机构应当制定象山港船舶溢油污染事故应急预案送市环境保护和海洋行政主管部门备案。环境保护和海洋行政主管部门应当依照有关规定督促并指导可能发生海洋污染事故的单位制定环境污染事故应急预案。
宁波市象山港海洋环境和渔业资源保护条例,,,第二章 规划与管理,,第十一条 市和沿象山港县市、区海洋、渔业、海事等行政主管部门在巡航监视中发现有违反法律、法规和本条例规定的行为时应当立即制止并采取必要措施防止污染损害事态的扩大经调查取证属于职责范围的应当依法及时处理不属于职责范围的及时移交有关行政主管部门处理。
宁波市象山港海洋环境和渔业资源保护条例,,,第三章 污染防治,,第十二条 象山港建立并实施海域排污总量控制制度。市环境保护行政主管部门应当会同有关行政主管部门根据国家、省有关规定制定象山港污染物排放总量控制方案经市人民政府批准后实施并报省人民政府备案。
宁波市象山港海洋环境和渔业资源保护条例,,,第三章 污染防治,,第十三条 禁止在象山港沿岸及岛屿新建、扩建化工、印染、造纸、电镀、电解、制革、炼油、有色金属冶炼、水泥、拆船以及其他严重污染环境的项目。禁止在横山至西泽连线以西岸段新建、扩建修、造船项目。改建第一款规定的项目应当采用清洁生产工艺减少污染物排放。
