文件名,编,分编,章,节,内容
山东省非物质文化遗产条例,,,第一章 总 则,,第一条 为了继承和弘扬中华民族优秀传统文化加强非物质文化遗产保护、保存工作根据《中华人民共和国非物质文化遗产法》等法律、行政法规结合本省实际制定本条例。
山东省非物质文化遗产条例,,,第一章 总 则,,第二条 本省行政区域内非物质文化遗产的保护、保存适用本条例。
山东省非物质文化遗产条例,,,第一章 总 则,,第三条 本条例所称非物质文化遗产是指各族人民世代相传并视为其文化遗产组成部分的各种传统文化表现形式以及与传统文化表现形式相关的实物和场所包括本条例所称保护是指对体现中华民族优秀传统文化具有历史、文学、艺术、科学价值的非物质文化遗产采取的传承、传播等措施保存是指对非物质文化遗产采取的认定、记录、建档等措施。
山东省非物质文化遗产条例,,,第一章 总 则,,第四条 保护非物质文化遗产应当注重其真实性、整体性、传承性贯彻保护为主、抢救第一、合理利用、传承发展的方针遵循政府主导、社会参与、长远规划、稳步实施的原则。
山东省非物质文化遗产条例,,,第一章 总 则,,第五条 县级以上人民政府应当将非物质文化遗产保护、保存工作纳入本级国民经济和社会发展规划将保护、保存经费列入本级财政预算逐步加大财政投入保障非物质文化遗产保护、保存工作需要。
山东省非物质文化遗产条例,,,第一章 总 则,,第六条 县级以上人民政府应当加强对非物质文化遗产保护、保存工作的领导建立非物质文化遗产工作协调机制促进非物质文化遗产专业队伍建设。县级以上人民政府文化主管部门应当组织制定非物质文化遗产保护规划负责本行政区域内非物质文化遗产的保护、保存工作。县级以上人民政府发展改革、经济和信息化、教育、民族、宗教、财政、人力资源社会保障、国土资源、住房城乡建设、城乡规划、卫生和计划生育、环境保护、新闻出版广电、体育、食品药品监督管理、旅游等部门应当依照有关法律、法规在各自职责范围内做好非物质文化遗产保护、保存工作。
山东省非物质文化遗产条例,,,第一章 总 则,,第七条 县级以上人民政府应当加强对非物质文化遗产保护的宣传提高全社会保护非物质文化遗产的意识。每年的农历腊月二十三至次年二月初二为非物质文化遗产月。县级以上人民政府文化主管部门应当集中组织开展非物质文化遗产展演、展示等活动。
山东省非物质文化遗产条例,,,第一章 总 则,,第八条 鼓励和支持公民、法人和其他组织参与非物质文化遗产保护、保存工作。对在非物质文化遗产保护、保存工作中作出显著贡献的公民、法人和其他组织按照国家和省有关规定予以表彰和奖励。
山东省非物质文化遗产条例,,,第二章 非物质文化遗产的调查,,第九条 县级以上人民政府文化主管部门负责对本行政区域内的非物质文化遗产进行调查全面掌握本行政区域内非物质文化遗产数量、现状、传承、传播等情况其他有关部门可以对其工作领域内的非物质文化遗产进行调查。
山东省非物质文化遗产条例,,,第二章 非物质文化遗产的调查,,第十条 县级以上人民政府文化主管部门和其他有关部门进行非物质文化遗产调查应当妥善保存相关实物和资料并予以记录、建档其他有关部门应当在调查结束后六十日内将实物图片、资料复制件汇交同级文化主管部门。
山东省非物质文化遗产条例,,,第二章 非物质文化遗产的调查,,第十一条 鼓励和支持公民、法人和其他组织向文化主管部门提供非物质文化遗产线索依法进行非物质文化遗产调查并在调查结束后将实物图片、资料复制件提交非物质文化遗产所在地的县市、区人民政府文化主管部门。
山东省非物质文化遗产条例,,,第二章 非物质文化遗产的调查,,第十二条 境外组织或者个人在本省行政区域内进行非物质文化遗产调查应当报经省人民政府文化主管部门批准并在调查结束后将调查报告以及实物图片、资料复制件及时提交省人民政府文化主管部门。境外组织在本省行政区域内进行非物质文化遗产调查应当与境内非物质文化遗产学术研究机构合作进行。
山东省非物质文化遗产条例,,,第二章 非物质文化遗产的调查,,第十三条 对濒临消失的非物质文化遗产县级以上人民政府文化主管部门应当采取抢救性措施予以优先保护、保存。
山东省非物质文化遗产条例,,,第二章 非物质文化遗产的调查,,第十四条 进行非物质文化遗产调查应当征得调查对象的同意尊重其风俗习惯不得损害其合法权益不得违法占有或者损毁非物质文化遗产实物和资料。
山东省非物质文化遗产条例,,,第二章 非物质文化遗产的调查,,第十五条 县级以上人民政府文化主管部门应当建立、完善非物质文化遗产调查档案以及相关数据库。除依法应当保密的外非物质文化遗产调查档案以及相关数据信息应当向社会公开。
