文件名,编,分编,章,节,内容
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第一条 违反《中华人民共和国矿产资源法》《中华人民共和国水法》等法律、行政法规有关矿产资源开发、利用、保护和管理的规定的应当认定为刑法第三百四十三条规定的违反矿产资源法的规定。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第二条 具有下列情形之一的应当认定为刑法第三百四十三条第一款规定的未取得采矿许可证
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第三条 实施非法采矿行为具有下列情形之一的应当认定为刑法第三百四十三条第一款规定的情节严重万元至三十万元以上的矿开采国家规定实行保护性开采的特定矿种或者在禁采区、禁采期内采矿开采的矿产品价值或者造成矿产资源破坏的价值在五万元至十五万元以上的非法采矿行为的实施非法采矿行为具有下列情形之一的应当认定为刑法第三百四十三条第一款规定的情节特别严重
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第四条 在河道管理范围内采砂具有下列情形之一符合刑法第三百四十三条第一款和本解释第二条、第三条规定的以非法采矿罪定罪处罚采砂许可证的既未取得河道采砂许可证又未取得采矿许可证的。实施前款规定行为虽不具有本解释第三条第一款规定的情形但严重影响河势稳定危害防洪安全的应当认定为刑法第三百四十三条第一款规定的情节严重。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第五条 未取得海砂开采海域使用权证且未取得采矿许可证采挖海砂符合刑法第三百四十三条第一款和本解释第二条、第三条规定的以非法采矿罪定罪处罚。实施前款规定行为虽不具有本解释第三条第一款规定的情形但造成海岸线严重破坏的应当认定为刑法第三百四十三条第一款规定的情节严重。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第六条 造成矿产资源破坏的价值在五十万元至一百万元以上或者造成国家规划矿区、对国民经济具有重要价值的矿区和国家规定实行保护性开采的特定矿种资源破坏的价值在二十五万元至五十万元以上的应当认定为刑法第三百四十三条第二款规定的造成矿产资源严重破坏。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第七条 明知是犯罪所得的矿产品及其产生的收益而予以窝藏、转移、收购、代为销售或者以其他方法掩饰、隐瞒的依照刑法第三百一十二条的规定以掩饰、隐瞒犯罪所得、犯罪所得收益罪定罪处罚。实施前款规定的犯罪行为事前通谋的以共同犯罪论处。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第八条 多次非法采矿、破坏性采矿构成犯罪依法应当追诉的或者二年内多次非法采矿、破坏性采矿未经处理的价值数额累计计算。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第九条 单位犯刑法第三百四十三条规定之罪的依照本解释规定的相应自然人犯罪的定罪量刑标准对直接负责的主管人员和其他直接责任人员定罪处罚并对单位判处罚金。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第十条 实施非法采矿犯罪不属于情节特别严重或者实施破坏性采矿犯罪行为人系初犯全部退赃退赔积极修复环境并确有悔改表现的可以认定为犯罪情节轻微不起诉或者免予刑事处罚。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第十一条 对受雇佣为非法采矿、破坏性采矿犯罪提供劳务的人员除参与利润分成或者领取高额固定工资的以外一般不以犯罪论处但曾因非法采矿、破坏性采矿受过处罚的除外。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第十二条 对非法采矿、破坏性采矿犯罪的违法所得及其收益应当依法追缴或者责令退赔。对用于非法采矿、破坏性采矿犯罪的专门工具和供犯罪所用的本人财物应当依法没收。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第十三条 非法开采的矿产品价值根据销赃数额认定无销赃数额销赃数额难以查证或者根据销赃数额认定明显不合理的根据矿产品价格和数量认定。矿产品价值难以确定的依据下列机构出具的报告结合其他证据作出认定门出具的报告设立的流域管理机构出具的报告。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第十四条 对案件所涉的有关专门性问题难以确定的依据下列机构出具的鉴定意见或者报告结合其他证据作出认定破坏的价值、是否属于破坏性开采方法出具的报告主管部门在国家确定的重要江河、湖泊设立的流域管理机构就是否危害防洪安全出具的报告重破坏出具的报告。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第十五条 各省、自治区、直辖市高级人民法院、人民检察院可以根据本地区实际情况在本解释第三条、第六条规定的数额幅度内确定本地区执行的具体数额标准报最高人民法院、最高人民检察院备案。
最高人民法院、最高人民检察院关于办理非法采矿、破坏性采矿刑事案件适用法律若干问题的解释,,,,,第十六条 本解释自 2016 年 12 月 1 日起施行。本解释施行后最高人民法院《关于审理非法采矿、破坏性采矿刑事案件具体应用法律若干问题的解释》法释〔2003〕9 号同时废止。
