文件名,编,分编,章,节,内容
峨眉山世界文化和自然遗产保护条例,,,第一章 总 则,,第一条 为了加强对峨眉山世界文化和自然遗产的保护和管理确保世界遗产的原真性和完整性推进生态文明建设促进经济社会可持续发展根据《保护世界文化和自然遗产公约》《中华人民共和国环境保护法》《中华人民共和国文物保护法》《四川省世界遗产保护条例》等有关法律、法规结合乐山实际制定本条例。
峨眉山世界文化和自然遗产保护条例,,,第一章 总 则,,第二条 本条例适用于峨眉山世界文化和自然遗产的保护和管理。峨眉山世界文化和自然遗产以下简称峨眉山的保护范围东至黄湾镇唐河坝西至峨眉山市与洪雅县交界处北至黄湾镇尖峰顶南至万公山。具体范围由依法批准的规划确定或者调整。
峨眉山世界文化和自然遗产保护条例,,,第一章 总 则,,第三条 峨眉山的保护和管理应当坚持生态优先、绿色发展遵循保护第一、科学规划、严格管理、永续利用的原则严格按照法律、法规和国家相关规定执行。
峨眉山世界文化和自然遗产保护条例,,,第一章 总 则,,第四条 乐山市人民政府应当加强对峨眉山保护管理工作的领导建立由市长担任召集人的联席会议制度统筹协调解决重大事项、重大问题。峨眉山保护管理机构按照乐山市人民政府的授权承担峨眉山保护范围内的生态保护、文化自然资源资产管理、旅游发展、特许经营、社会参与、科学研究和宣传教育等职责。除法律、法规规定或者设区的市以上人民政府决定必须由设区的市以上行政管理部门行使的监督管理职责外峨眉山保护范围内的社会管理、公共服务、防灾减灾、市场监管等职责由峨眉山市人民政府及其有关部门、属地乡镇人民政府承担。
峨眉山世界文化和自然遗产保护条例,,,第一章 总 则,,第五条 乐山市人民政府应当建立健全峨眉山生态环境和资源保护责任制、领导干部自然资源资产离任审计、生态环境损害责任追究、文物保护绩效考核等制度落实生态保护红线、环境质量底线、资源利用上线和环境准入负面清单的要求系统保护峨眉山的山、水、林、田、湖、草统筹推进世界遗产的保护利用传承。
峨眉山世界文化和自然遗产保护条例,,,第一章 总 则,,第六条 乐山市人民政府、峨眉山市人民政府应当将峨眉山保护管理相关经费列入预算。
峨眉山世界文化和自然遗产保护条例,,,第一章 总 则,,第七条 乐山市人民政府、峨眉山市人民政府及其有关部门和峨眉山保护管理机构应当加强世界遗产保护的宣传教育鼓励和支持公民、法人以及其他组织依法参与相关保护活动增强原住居民以及其他社会公众的保护意识和生态意识。任何单位和个人都有保护世界遗产的义务并有权制止、检举破坏世界遗产的行为。对保护世界遗产以及在相关科学研究中做出显著成绩的单位和个人由人民政府给予奖励。
峨眉山世界文化和自然遗产保护条例,,,第二章 保 护,,第八条 依据《保护世界文化和自然遗产公约》《实施世界遗产公约操作指南》等相关规定采取分类保护措施严格保护下列世界遗产核心要素的原真性和完整性及其他文化遗存以普贤铜像、贝叶经、普贤愿王金印为代表的佛教文物以馆藏文物、峨眉山普贤金殿碑为代表的碑刻及有关历史文献和专著以峨眉山佛教音乐、峨眉武术为代表的非物质文化遗产等。纪以来比较完整的地质地貌遗迹世界上最典型、保存最好的亚热带山地植被景观以及从低至高由常绿阔叶林常绿与落叶阔叶混交林针阔叶混交林亚高山针叶林形成的亚热带温带亚寒带寒带森林垂直带谱以小熊猫、峨眉藏酋猴、中华枯叶蛱蝶为代表的珍稀野生动物以桢楠、峨眉冷杉为代表的古树名木以峨眉杜鹃、珙桐为代表的珍稀野生植物以峨眉佛光、峨眉云海、圣灯普照、雷洞烟云、象池夜月为代表的自然景观等。
峨眉山世界文化和自然遗产保护条例,,,第二章 保 护,,第九条 严格按照依法批准的规划对峨眉山实行用途管制和分级分区保护。峨眉山保护管理机构应当按照规划确定的保护范围标明界区设立界碑作出准确的标志说明在醒目位置设置世界遗产徽志。
峨眉山世界文化和自然遗产保护条例,,,第二章 保 护,,第十条 建立文化自然资源资产调查制度对峨眉山保护范围内的文化自然资源资产进行本底普查和定期调查编制反映资源存量及变动情况的资产负债表。加强对世界遗产的日常监测、定期监测和反应性监测根据监测情况进行风险预警采取相应保护措施按照国家相关规定向社会公开生态环境质量状况等信息。建立峨眉山保护专家委员会制度对世界遗产、文物等开展科学研究评估保护现状提出保护对策措施。
