文件名,编,分编,章,节,内容
甘孜藏族自治州文明行为促进条例,,,第一章 总 则,,第一条 为了培育和践行社会主义核心价值观铸牢中华民族共同体意识引导和促进文明行为提升公民文明素养和社会文明程度根据宪法和有关法律法规结合甘孜藏族自治州以下简称自治州实际制定本条例。
甘孜藏族自治州文明行为促进条例,,,第一章 总 则,,第二条 自治州行政区域内的文明行为促进工作及其相关活动适用本条例。本条例所称文明行为是指符合社会主义道德要求体现社会主义核心价值观维护公序良俗、引领社会风尚、推动社会进步的行为。
甘孜藏族自治州文明行为促进条例,,,第一章 总 则,,第三条 文明行为促进工作坚持法治和德治相结合、倡导和治理相结合、自律和他律相结合的原则构建党委统一领导、政府组织实施、部门各负其责、社会协同推进、群众共同参与的工作机制形成全民参与、全域创建的工作格局。
甘孜藏族自治州文明行为促进条例,,,第一章 总 则,,第四条 自治州、县市精神文明建设指导机构负责统筹推进本行政区域内的文明行为促进工作建立联席会议制度研究、协调解决重大问题。其办事机构负责文明行为促进工作的规划实施、指导协调、督促检查等具体工作。
甘孜藏族自治州文明行为促进条例,,,第一章 总 则,,第五条 自治州、县市人民政府应当将文明行为促进工作纳入国民经济和社会发展规划推动文明行为促进工作与经济社会协调发展所需经费列入本级财政预算。自治州、县市人民政府有关部门应当按照各自职责做好文明行为促进工作。乡镇人民政府、街道办事处应当按照职责做好文明行为促进工作。
甘孜藏族自治州文明行为促进条例,,,第一章 总 则,,第六条 文明行为促进是全社会的共同责任。国家机关、人民团体、企事业单位、社会组织和基层群众性自治组织应当结合自身实际积极支持、参与文明行为促进活动。国家工作人员、人大代表、政协委员、社会公众人物、先进模范人物等应当带头示范以文明形象引领社会风尚。
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第七条 增强国家观念传承和弘扬爱国主义精神贯彻总体国家安全观维护国家统一和民族团结维护国家荣誉和利益维护国旗、国歌、国徽尊严。弘扬长征精神、两路精神、抗震救灾精神弘扬革命文化和社会主义先进文化。遵守社会公德恪守职业道德弘扬家庭美德提升个人品德。
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第八条 倡导和鼓励下列文明行为参加红色教育和主题实践等活动孤、扶弱济困等公益慈善活动现退役军人、消防救援人员、烈士遗属等
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第九条 遵守下列民族团结文明行为规范风抵制民族歧视、民族侮辱、民族分裂和危害国家统一的言行进家庭等活动活动
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十条 遵守下列市场活动文明行为规范承诺滥用他人个人信息制交易
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十一条 遵守下列乡风文明行为规范彩礼
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十二条 遵守下列公共秩序文明行为规范喧哗仪文明助威喝彩及时清理粪便
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十三条 遵守下列公共环境文明行为规范自觉佩戴口罩相关检验检疫、隔离治疗、健康管理等措施如实提供相关情况时应当合理避开他人佩戴口罩
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十四条 遵守下列生态文明行为规范种草不破坏相关保护设施不超载过牧令、规定不违反规定野外用火和废弃物破坏野生动物栖息地环境
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十五条 遵守下列绿色健康生活文明行为规范费用品和过度包装产品持无纸化办公双面利用纸张方式出行动不劝酒、酗酒参与书香甘孜全民阅读活动
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十六条 遵守下列旅游文明行为规范引导按照规定使用录音、摄影、摄像等器材等旅游资源用语热情优质服务不向旅游者提供违背社会公序良俗的商品和服务项目体育、探险活动应当遵守相关规定
甘孜藏族自治州文明行为促进条例,,,第二章 倡导与规范,,第十七条 遵守下列交通文明行为规范动避让执行紧急任务的消防车、救护车等特种车辆有序通行不占道超车、恶意别车通过泥泞、积水路段低速行驶停车区域和残障车位越道路隔离设施上主动为老弱病残孕等乘客让座不外放电子设备声音乱穿逆行不违规载人载物在指定区域为电动车充电服务不甩客、欺客和拒载范停放
