文件名,编,分编,章,节,内容
怒江傈僳族自治州文明行为促进条例,,,第一章 总 则,,第一条 为了培育和践行社会主义核心价值观传承和弘扬中华传统美德倡导和促进公民文明行为提升公民文明素质和全社会文明程度助力怒江高质量发展建设和谐幸福美丽新怒江根据有关法律、法规结合本州实际制定本条例。
怒江傈僳族自治州文明行为促进条例,,,第一章 总 则,,第二条 本条例适用于本州行政区域内的文明行为促进工作及其相关活动。本条例所称文明行为是指以社会主义核心价值观为引领遵守宪法和法律法规符合新时代中国特色社会主义道德要求维护公序良俗引领良好社会风尚、推动社会文明进步的行为。
怒江傈僳族自治州文明行为促进条例,,,第一章 总 则,,第三条 文明行为促进工作以人民为中心坚持党委领导、政府推进、社会共建、全民参与的原则坚持法治与德治结合、倡导与治理并举、自律与他律统一发挥公民主体作用形成共建、共治、共享的社会治理格局。
怒江傈僳族自治州文明行为促进条例,,,第一章 总 则,,第四条 州、县市精神文明建设工作机构统筹推进本行政区域内文明行为促进工作具体负责本行政区域内文明行为促进工作的指导、协调和督促、检查并定期对本条例的实施情况进行评估和通报。
怒江傈僳族自治州文明行为促进条例,,,第一章 总 则,,第五条 州、县市人民政府及其有关部门和乡镇人民政府、街道办事处应当健全工作机制按照各自职责做好文明行为促进工作。
怒江傈僳族自治州文明行为促进条例,,,第一章 总 则,,第六条 文明行为促进是全社会的共同责任。国家机关应当在文明行为促进工作中发挥示范引领作用。企事业单位、社会团体、其他组织和个人应当积极参与文明行为促进工作。公职人员、人大代表、政协委员、社会公众人物、先进模范人物等应当在文明行为促进工作中发挥表率作用。村居民委员会、社区应当积极协助配合州、县市人民政府、乡镇人民政府、街道办事处加强文明行为宣传和引导做好文明行为促进工作。
怒江傈僳族自治州文明行为促进条例,,,第一章 总 则,,第七条 每年 3 月为文明行为促进月集中开展文明行为宣传、实践活动。
怒江傈僳族自治州文明行为促进条例,,,第二章 倡导、鼓励与规范,,第八条 公民应当热爱祖国维护国家安全、荣誉和利益维护国家统一和民族团结遵守社会公德恪守职业道德弘扬家庭美德提升个人品德遵守法律法规、公序良俗、遵守居民公约、村规民约、行业规范以及其他文明行为规范。
怒江傈僳族自治州文明行为促进条例,,,第二章 倡导、鼓励与规范,,第九条 州、县市人民政府有关职能部门应当组织制定市民公约指导、支持行业协会、窗口单位、村居民委员会、住宅小区等依照法律法规和本条例制定完善自律章程、服务规范、居民公约、村规民约、业主公约等自律自治规范动员公民参与文明行为促进工作。村规民约、居民公约应当引导村居民摒弃不良习俗破旧立新嫁娶从简反对封建迷信文明开展祭祀祭奠活动。鼓励通过村规民约、居民公约按从简节约原则约定婚丧事宜等宴请的对象、范围、次数、随礼标准及接送车辆、人数和宴席的规模、标准等倡导村居民自觉抵制大操大办、铺张浪费、攀比摆阔、低俗婚闹等不良风气。
怒江傈僳族自治州文明行为促进条例,,,第二章 倡导、鼓励与规范,,第十条 公民应当遵守下列文明行为务确保商品和服务质量保障消费者合法权益序不得占用消防通道电动车在指定区域充电尊重文化习俗不干扰他人正常生活不侵犯别人隐私和自由社区、村庄的绿化、美化活动整洁干净不影响他人正常生活保证安全保持环境卫生避免干扰他人生活村庄、房前屋后和室内整洁有序。
