文件名,编,分编,章,节,内容
日照市海岸带保护与利用管理条例,,,第一章 总则,,第一条 为了有效保护海岸带生态环境科学利用海岸带资源加强海岸带管理发挥海岸带在经济、社会、文化和生态文明建设中的作用根据有关法律、法规结合本市实际制定本条例。
日照市海岸带保护与利用管理条例,,,第一章 总则,,第二条 本市行政区域内海岸带的保护、利用与管理适用本条例。
日照市海岸带保护与利用管理条例,,,第一章 总则,,第三条 本条例所称海岸带是指海洋与陆地交汇地带包括海岸线向海洋一侧延伸的近岸海域和向陆地一侧延伸的滨海陆地。向海洋一侧延伸的近岸海域的范围为自海岸线向海一侧延伸至五千米等距线。向陆地一侧延伸的滨海陆地的范围根据保护区域的实际情况由市人民政府划定并向社会公开同时设立保护界标。
日照市海岸带保护与利用管理条例,,,第一章 总则,,第四条 海岸带的保护与利用应当遵循保护优先、海陆统筹、以海定陆、科学规划、集约利用、绿色发展、军民融合的原则。
日照市海岸带保护与利用管理条例,,,第一章 总则,,第五条 市、区人民政府应当加强对海岸带保护与利用管理工作的组织领导和统筹协调按照港口、产业、城市、海洋融合发展的要求将海岸带保护与利用纳入国民经济和社会发展规划所需经费纳入本级财政预算。
日照市海岸带保护与利用管理条例,,,第一章 总则,,第六条 自然资源和规划部门负责海岸带功能区划、自然资源调查与管理。海洋发展部门负责拟定海岸带保护与利用规划及海洋产业发展布局、海域、海岛及渔业的监督管理。生态环境部门负责海岸带生态环境保护与污染防治的监督管理规范入海排污口设置。发展改革、工业和信息化、住房城乡建设、交通运输、水利、农业农村、文化旅游、城市管理等部门按照各自职责做好海岸带保护与利用管理的有关工作。
日照市海岸带保护与利用管理条例,,,第一章 总则,,第七条 沿海乡镇人民政府、街道办事处应当做好海岸带保护与利用管理有关工作并指导村民委员会、居民委员会的海岸带保护工作。
日照市海岸带保护与利用管理条例,,,第一章 总则,,第八条 市、区人民政府及有关部门应当加强海岸带保护宣传教育工作提高全社会海岸带保护意识。
日照市海岸带保护与利用管理条例,,,第一章 总则,,第九条 任何单位和个人都应当遵守海岸带保护法律、法规有权对海岸带保护与利用活动中违反法律、法规的行为进行劝阻、举报。
日照市海岸带保护与利用管理条例,,,第二章 规划,,第十条 市人民政府海洋发展部门应当会同自然资源和规划、生态环境、发展改革、工业和信息化、住房城乡建设、交通运输、水利、农业农村、文化旅游、城市管理以及其他有关部门编制全市海岸带保护与利用规划报市人民政府批准并公布实施。经批准的海岸带保护与利用规划不得擅自修改确需修改的应当按照原编制批准程序执行。海岸带保护与利用规划是海岸带保护与利用的基本依据各种保护、利用与管理活动都应当符合规划的要求。
