文件名,编,分编,章,节,内容
宁波市房地产中介服务条例,,,,,第一条 为了加强房地产中介服务管理维护房地产市场秩序促进房地产市场发展保障房地产中介服务活动当事人的合法权益根据《中华人民共和国城市房地产管理法》及其他有关法律、法规结合本市实际制定本条例。
宁波市房地产中介服务条例,,,,,第二条 本条例所称的房地产中介服务是指房地产中介服务机构以下简称中介服务机构为他人提供房地产咨询、房地产经纪、房地产价格评估的经营服务活动。中介服务机构从事房地产价格评估业务的按国家有关法律、1法规的规定办理。
宁波市房地产中介服务条例,,,,,第三条 在本市行政区域内从事房地产中介服务活动的均应当遵守本条例。
宁波市房地产中介服务条例,,,,,第四条 市房地产行政管理部门是本市房地产中介服务活动的主管机关。各县市、区房地产管理部门负责本行政区域内房地产中介服务活动的管理工作。工商、土地、物价、税务、公安、劳动等部门应当根据各自职责协同做好房地产中介服务活动的管理工作。
宁波市房地产中介服务条例,,,,,第五条 从事房地产中介服务活动应当遵守法律、法规的规定遵循自愿、平等、公平、诚实信用的原则遵守职业道德。
宁波市房地产中介服务条例,,,,,第六条 从事房地产中介服务活动的应当设立相应的中介服务机构。中介服务机构包括法人中介服务机构、合伙中介服务机构和个体中介服务机构。
宁波市房地产中介服务条例,,,,,第七条 申请设立法人中介服务机构含兼营的应当具备下列条件
宁波市房地产中介服务条例,,,,,第八条 设立中介服务机构应当向当地工商行政管理部门申请领取营业执照后方可开业。中介服务机构在领取营业执照一个月内应当向当地房地产管理部门备案。
宁波市房地产中介服务条例,,,,,第九条 中介服务机构歇业或因其他原因终止中介服务活动的应当在十五日内向工商行政管理部门办理有关手续同时报当地房地产管理部门备案。
宁波市房地产中介服务条例,,,,,第十条 除简单的咨询业务外中介服务机构向当事人提供房地产中介服务应当与当事人签订房地产中介合同。房地产中介合同应当包括下列主要内容合同文本由市工商行政管理部门和市房地产管理部门统一印制。
宁波市房地产中介服务条例,,,,,第十一条 中介服务机构应当对中介服务活动中涉及的房地产的合法性、真实性进行审查。中介服务机构应当将知道或应当知道的合同双方当事人的资信状况、履约能力、房地产权属等情况如实告知委托方和合同他方法律、法规另有规定的除外。3
宁波市房地产中介服务条例,,,,,第十二条 中介服务机构进行房屋租赁中介服务的应当要求承租人提供本市固定或临时的居住证明或其他合法证件。中介服务机构自出租人与承租人签订租赁合同之日起七日内应当将租赁合同的副本及有关情况提交当地房地产管理部门备案。
宁波市房地产中介服务条例,,,,,第十三条 房地产中介合同未能履行或未能完全履行中介服务机构不能收取或不能全额收取中介服务费但因委托人过错造成的除外。由于中介人员过错造成委托人经济损失的由该中介服务机构承担赔偿责任该机构可以对中介人员追偿。
宁波市房地产中介服务条例,,,,,第十四条 中介服务机构根据房地产中介合同为当事人提供中介服务后当事人之间是否履约不影响中介服务机构收取中介服务费但中介服务机构与当事人另有约定的除外。
宁波市房地产中介服务条例,,,,,第十五条 中介服务机构与当事人签订房地产中介合同后转委托他人代理的应当征得当事人的同意并不得增收中介服务费。
宁波市房地产中介服务条例,,,,,第十六条 房地产中介服务收费实行明码标价。中介服务机构应当在其经营场所或交纳费用地点的醒目位置公布中介服务内容、收费项目、收费标准、计费方法等事项。具体收费标准由市价格主管部门会同市房地产管理部门根据国家有关规定另行制定。收取中介服务费应当出具市税务部门统一印制的发票并依法纳税。
宁波市房地产中介服务条例,,,,,第十七条 中介服务机构应当健全财务会计制度建立记账簿编制财务报表。中介服务机构应当每年向当地房地产管理部门和工商行政管理部门报送业务统计报表。
宁波市房地产中介服务条例,,,,,第十八条 中介人员进行中介服务业务时可以根据需要查阅委托人的有关资料和文件查看现场和设施要求委托人提供必要的协助。
宁波市房地产中介服务条例,,,,,第十九条 中介服务机构和中介人员在房地产中介服务活动中禁止下列行为业务地产提供中介服务损害当事人权益工作之便索取其他不正当利益
宁波市房地产中介服务条例,,,,,第二十条 中介服务机构或中介人员有下列违法行为的由5当地房地产管理部门或工商行政管理部门进行处罚没收违法所得并可处五百元以上一万元以下罚款没收违法所得并可处一千元以上五万元以下罚款情节严重的责令停业整顿。中介服务机构有本条例第十九条第三、七项规定情形的由当地工商行政管理部门依法处罚。
宁波市房地产中介服务条例,,,,,第二十一条 中介服务机构有本条例第十九条第六项规定情形的由当地价格主管部门依法处罚。
宁波市房地产中介服务条例,,,,,第二十二条 房地产管理部门和工商行政管理部门工作人员在中介服务管理活动中有玩忽职守、滥用职权等行为的由所在单位或其上级主管部门给予行政处分构成犯罪的由司法机关依法追究刑事责任。
宁波市房地产中介服务条例,,,,,第二十三条 本条例自公布之日起施行。
