文件名,编,分编,章,节,内容
焦作市文明行为促进条例,,,,,第一条 为了培育和践行社会主义核心价值观引导和促进文明行为提升公民文明素养和社会文明程度根据有关法律、法规结合本市实际制定本条例。
焦作市文明行为促进条例,,,,,第二条 本市行政区域内的文明行为促进及其相关工作适用本条例。有关法律、法规已有规定的从其规定。
焦作市文明行为促进条例,,,,,第三条 文明行为促进工作在习近平新时代中国特色社会主义思想指导下坚持党委领导、政府推进、社会共建、全民参与的原则。
焦作市文明行为促进条例,,,,,第四条 市、县市、区精神文明建设指导委员会统筹本行政区域内文明行为促进工作。市、县市、区精神文明建设指导委员会办事机构负责本行政区域内文明行为促进的规划计划、组织协调、监督检查、宣传表彰等具体工作。
焦作市文明行为促进条例,,,,,第五条 市、县市、区人民政府应当将文明行为促进工作纳入国民经济和社会发展规划及年度计划所需经费列入同级财政预算推动文明行为促进工作与经济社会协调发展。市、县市、区人民政府有关部门应当按照各自职责做好文明行为促进工作建立完善相关制度及时发现、制止、查处相关领域不文明行为。乡镇人民政府、街道办事处应当将文明行为促进工作纳入工作日程做好具体工作落实。村民委员会、居民委员会应当加强对文明行为的宣传、教育和引导推动文明行为基本规范纳入村规民约、居民公约协助有关部门开展文明行为促进工作。
焦作市文明行为促进条例,,,,,第六条 文明行为促进是全社会的共同责任。国家机关、企业事业单位、社会团体、其他组织和个人应当积极参与文明行为促进工作共同推进文明焦作建设。国家公职人员、先进模范、社会公众人物以及窗口行业工作人员等应当在文明行为促进工作中发挥表率作用。
焦作市文明行为促进条例,,,,,第七条 公民应当遵守社会公德恪守职业道德弘扬家庭美德提升个人品德遵守法律法规、公序良俗以及其他文明行为规范。
焦作市文明行为促进条例,,,,,第八条 公民应当维护公共安全自觉遵守下列规定外、楼道、消防通道堆放、吊挂杂物间、安全出口等处停放电动车或者为电动车充电公共安全和损害他人的人身、财产等合法权益
焦作市文明行为促进条例,,,,,第九条 公民应当文明出行自觉遵守下列规定段减速慢行不违规变道、加塞间并道行驶和追逐嬉戏不浏览、操作手持电子设备不牵引动物快速通过不浏览、操作手持电子设备大声喧哗不外放电子设备声音设施不妨碍通行和影响市容车辆未充电时不得停放在充电专用停车位
焦作市文明行为促进条例,,,,,第十条 公民应当爱护公共环境卫生养成良好的个人卫生习惯自觉遵守下列规定生活废弃物对环境造成的损害按照规定对生活垃圾进行分类投放期的食品社交距离配合做好检验、隔离、治疗等防控措施不违规进行聚会、聚餐等聚集性活动
