文件名,编,分编,章,节,内容
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第一条 违反国家规定具有下列情形之一的属于刑法第二百二十五条第三项规定的非法从事资金支付结算业务虚开价格、交易退款等非法方式向指定付款方支付货币资金的结算账户转个人账户服务的
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第二条 违反国家规定实施倒买倒卖外汇或者变相买卖外汇等非法买卖外汇行为扰乱金融市场秩序情节严重的依照刑法第二百二十五条第四项的规定以非法经营罪定罪处罚。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第三条 非法从事资金支付结算业务或者非法买卖外汇具有下列情形之一的应当认定为非法经营行为情节严重非法经营数额在二百五十万元以上或者违法所得数额在五万元以上且具有下列情形之一的可以认定为非法经营行为情节严重罪行为受过刑事追究的汇违法行为受过行政处罚的赃款无法追缴的
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第四条 非法从事资金支付结算业务或者非法买卖外汇具有下列情形之一的应当认定为非法经营行为情节特别严重非法经营数额在一千二百五十万元以上或者违法所得数额在二十五万元以上且具有本解释第三条第二款规定的四种情形之一的可以认定为非法经营行为情节特别严重。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第五条 非法从事资金支付结算业务或者非法买卖外汇构成非法经营罪同时又构成刑法第一百二十条之一规定的帮助恐怖活动罪或者第一百九十一条规定的洗钱罪的依照处罚较重的规定定罪处罚。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第六条 二次以上非法从事资金支付结算业务或者非法买卖外汇依法应予行政处理或者刑事处理而未经处理的非法经营数额或者违法所得数额累计计算。同一案件中非法经营数额、违法所得数额分别构成情节严重、情节特别严重的按照处罚较重的数额定罪处罚。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第七条 非法从事资金支付结算业务或者非法买卖外汇违法所得数额难以确定的按非法经营数额的千分之一认定违法所得数额依法并处或者单处违法所得一倍以上五倍以下罚金。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第八条 符合本解释第三条规定的标准行为人如实供述犯罪事实认罪悔罪并积极配合调查退缴违法所得的可以从轻处罚其中犯罪情节轻微的可以依法不起诉或者免予刑事处罚。符合刑事诉讼法规定的认罪认罚从宽适用范围和条件的依照刑事诉讼法的规定处理。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第九条 单位实施本解释第一条、第二条规定的非法从事资金支付结算业务、非法买卖外汇行为依照本解释规定的定罪量刑标准对单位判处罚金并对其直接负责的主管人员和其他直接责任人员定罪处罚。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第十条 非法从事资金支付结算业务、非法买卖外汇刑事案件中的犯罪地包括犯罪嫌疑人、被告人用于犯罪活动的账户开立地、资金接收地、资金过渡账户开立地、资金账户操作地以及资金交易对手资金交付和汇出地等。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第十一条 涉及外汇的犯罪数额按照案发当日中国外汇交易中心或者中国人民银行授权机构公布的人民币对该货币的中间价折合成人民币计算。中国外汇交易中心或者中国人民银行授权机构未公布汇率中间价的境外货币按照案发当日境内银行人民币对该货币的中间价折算成人民币或者该货币在境内银行、国际外汇市场对美元汇率与人民币对美元汇率中间价进行套算。
最高人民法院 最高人民检察院关于办理非法从事资金支付结算业务、非法买卖外汇刑事案件适用法律若干问题的解释,,,,,第十二条 本解释自 2019 年 2 月 1 日起施行。《最高人民法院关于审理骗购外汇、非法买卖外汇刑事案件具体应用法律若干问题的解释》法释〔1998〕20 号与本解释不一致的以本解释为准。
